folder,checknum,Test_Sensitivity,Test_NPV
0e2e8b31,000009,0.9838709677419355,0.75
0e2e8b31,000001,0.609375,0.7747747747747747
0e2e8b31,000006,0.2727272727272727,0.7767441860465116
0e2e8b31,000008,0.4166666666666667,0.8292682926829268
0e2e8b31,000002,0.5573770491803278,0.8211920529801324
0e2e8b31,000005,0.16363636363636364,0.7711442786069652
b41f4a27,000001,0.0,0.7647058823529411
b41f4a27,000006,0.0,0.7573529411764706
b41f4a27,000002,0.0,0.7757352941176471
b41f4a27,000008,0.0,0.7794117647058824
b41f4a27,000005,0.0,0.7977941176470589
b41f4a27,000007,0.0,0.7794117647058824
b41f4a27,000000,0.0,0.8014705882352942
b41f4a27,000004,0.0,0.7867647058823529
b41f4a27,000009,0.0,0.7720588235294118
b41f4a27,000003,0.0,0.7536764705882353
797dd7eb,000000,1.0,
797dd7eb,000007,1.0,
797dd7eb,000003,0.0,0.7536764705882353
797dd7eb,000009,0.0,0.7720588235294118
797dd7eb,000004,1.0,
797dd7eb,000006,0.0,0.7573529411764706
797dd7eb,000001,0.0,0.7647058823529411
797dd7eb,000005,0.0,0.7977941176470589
797dd7eb,000008,0.0,0.7794117647058824
797dd7eb,000002,0.0,0.7757352941176471
8f637011,000001,1.0,
8f637011,000006,0.0,0.7573529411764706
8f637011,000008,0.0,0.7794117647058824
8f637011,000002,1.0,
8f637011,000005,1.0,
8f637011,000007,1.0,
8f637011,000000,1.0,
8f637011,000004,0.0,0.7867647058823529
8f637011,000003,1.0,
8f637011,000009,0.0,0.7720588235294118
f60958ff,000003,0.0,0.7536764705882353
f60958ff,000009,1.0,
f60958ff,000004,0.7758620689655172,0.8059701492537313
f60958ff,000000,1.0,
f60958ff,000007,0.0,0.7794117647058824
f60958ff,000005,0.0,0.7977941176470589
f60958ff,000008,1.0,
f60958ff,000002,0.0,0.7757352941176471
f60958ff,000006,0.0,0.7573529411764706
f60958ff,000001,0.0,0.7647058823529411
2431ebf9,000004,1.0,
2431ebf9,000003,0.0,0.7536764705882353
2431ebf9,000009,0.0,0.7720588235294118
2431ebf9,000007,1.0,
2431ebf9,000000,0.0,0.8014705882352942
2431ebf9,000008,0.0,0.7794117647058824
2431ebf9,000002,0.0,0.7757352941176471
2431ebf9,000005,1.0,
2431ebf9,000001,1.0,
2431ebf9,000006,0.15151515151515152,0.6956521739130435
0ce63efc,000007,0.5666666666666667,0.8594594594594595
0ce63efc,000000,0.4444444444444444,0.8429319371727748
0ce63efc,000004,0.41379310344827586,0.8162162162162162
0ce63efc,000009,0.5483870967741935,0.8313253012048193
0ce63efc,000003,0.5671641791044776,0.8397790055248618
0ce63efc,000001,0.609375,0.861878453038674
0ce63efc,000006,0.45454545454545453,0.8144329896907216
0ce63efc,000002,0.5081967213114754,0.8378378378378378
0ce63efc,000008,0.6,0.861271676300578
0ce63efc,000005,0.4,0.8366336633663366
6479e136,000001,0.0,0.7647058823529411
6479e136,000006,1.0,1.0
6479e136,000008,1.0,
6479e136,000002,0.0,0.7757352941176471
6479e136,000005,0.0,0.7977941176470589
6479e136,000007,1.0,
6479e136,000000,1.0,
6479e136,000004,0.0,0.7867647058823529
6479e136,000003,1.0,
6479e136,000009,1.0,
2dc3ca8a,000000,0.0,0.8014705882352942
2dc3ca8a,000007,1.0,
2dc3ca8a,000009,1.0,
2dc3ca8a,000003,1.0,
2dc3ca8a,000004,1.0,
2dc3ca8a,000006,0.0,0.7573529411764706
2dc3ca8a,000001,0.0,0.7647058823529411
2dc3ca8a,000005,1.0,
2dc3ca8a,000002,1.0,
2dc3ca8a,000008,1.0,1.0
82138aca,000007,0.0,0.7794117647058824
82138aca,000000,1.0,
82138aca,000004,1.0,
82138aca,000009,1.0,
82138aca,000003,0.0,0.7536764705882353
82138aca,000001,1.0,
82138aca,000006,1.0,
82138aca,000002,1.0,
82138aca,000008,0.0,0.7794117647058824
82138aca,000005,0.0,0.7977941176470589
6459ffd8,000000,1.0,
6459ffd8,000007,0.06666666666666667,0.7511111111111111
6459ffd8,000003,0.0,0.7536764705882353
6459ffd8,000009,1.0,
6459ffd8,000004,0.0,0.7867647058823529
6459ffd8,000006,0.0,0.7573529411764706
6459ffd8,000001,1.0,
6459ffd8,000005,1.0,
6459ffd8,000008,0.0,0.7794117647058824
6459ffd8,000002,0.0,0.7757352941176471
df08ea72,000005,0.0,0.7977941176470589
df08ea72,000008,0.0,0.7794117647058824
df08ea72,000002,1.0,
df08ea72,000006,0.9848484848484849,0.5
df08ea72,000001,0.0,0.7647058823529411
df08ea72,000003,1.0,
df08ea72,000009,0.0,0.7720588235294118
df08ea72,000004,1.0,
df08ea72,000000,0.0,0.8014705882352942
df08ea72,000007,0.0,0.7794117647058824
0bed0028,000001,0.015625,0.7666666666666667
0bed0028,000006,0.0,0.7573529411764706
0bed0028,000008,0.0,0.7794117647058824
0bed0028,000002,0.0,0.7757352941176471
0bed0028,000005,0.0,0.7977941176470589
0bed0028,000007,0.8833333333333333,0.9113924050632911
0bed0028,000000,1.0,
0bed0028,000004,1.0,
0bed0028,000003,0.0,0.7536764705882353
0bed0028,000009,0.0,0.7720588235294118
06ac8bd8,000001,0.0,0.7647058823529411
06ac8bd8,000006,0.0,0.7573529411764706
06ac8bd8,000008,0.0,0.7794117647058824
06ac8bd8,000002,0.0,0.7757352941176471
06ac8bd8,000005,0.0,0.7977941176470589
06ac8bd8,000007,0.0,0.7794117647058824
06ac8bd8,000000,0.0,0.8014705882352942
06ac8bd8,000004,0.0,0.7867647058823529
06ac8bd8,000003,0.0,0.7536764705882353
06ac8bd8,000009,0.0,0.7720588235294118
34e42626,000006,0.0,0.7573529411764706
34e42626,000001,0.0,0.7647058823529411
34e42626,000005,1.0,
34e42626,000008,0.0,0.7794117647058824
34e42626,000002,1.0,
34e42626,000000,0.0,0.8014705882352942
34e42626,000007,0.5166666666666667,0.8242424242424242
34e42626,000003,1.0,
34e42626,000009,0.0,0.7720588235294118
34e42626,000004,1.0,
863b9988,000006,1.0,
863b9988,000001,0.0,0.7647058823529411
863b9988,000005,1.0,
863b9988,000008,0.0,0.7794117647058824
863b9988,000002,1.0,
863b9988,000000,0.0,0.8014705882352942
863b9988,000007,0.0,0.7794117647058824
863b9988,000003,0.0,0.7536764705882353
863b9988,000009,0.0,0.7720588235294118
863b9988,000004,0.0,0.7867647058823529
34b00680,000003,1.0,
34b00680,000009,0.0,0.7720588235294118
34b00680,000004,0.0,0.7867647058823529
34b00680,000000,0.0,0.8014705882352942
34b00680,000007,0.0,0.7794117647058824
34b00680,000005,0.0,0.7977941176470589
34b00680,000008,0.0,0.7794117647058824
34b00680,000002,0.0,0.7757352941176471
34b00680,000006,0.0,0.7573529411764706
34b00680,000001,0.0,0.7647058823529411
3ba2f07e,000005,0.0,0.7977941176470589
3ba2f07e,000008,0.0,0.7794117647058824
3ba2f07e,000002,0.0,0.7757352941176471
3ba2f07e,000006,0.0,0.7573529411764706
3ba2f07e,000001,0.0,0.7647058823529411
3ba2f07e,000003,0.0,0.7536764705882353
3ba2f07e,000009,0.0,0.7720588235294118
3ba2f07e,000004,0.0,0.7867647058823529
3ba2f07e,000000,0.0,0.8014705882352942
3ba2f07e,000007,0.0,0.7794117647058824
e18f60f0,000007,1.0,
e18f60f0,000000,0.0,0.8014705882352942
e18f60f0,000004,0.0,0.7867647058823529
e18f60f0,000009,0.0,0.7720588235294118
e18f60f0,000003,0.0,0.7536764705882353
e18f60f0,000001,1.0,
e18f60f0,000006,0.0,0.7573529411764706
e18f60f0,000002,0.0,0.7757352941176471
e18f60f0,000008,1.0,
e18f60f0,000005,1.0,
35e361f8,000005,1.0,
35e361f8,000008,0.0,0.7794117647058824
35e361f8,000002,1.0,
35e361f8,000006,0.0,0.7573529411764706
35e361f8,000001,0.0,0.7647058823529411
35e361f8,000003,0.0,0.7536764705882353
35e361f8,000009,0.0,0.7720588235294118
35e361f8,000004,1.0,
35e361f8,000000,0.0,0.8014705882352942
35e361f8,000007,1.0,
75547f2e,000005,0.8181818181818182,0.8412698412698413
75547f2e,000008,0.0,0.7794117647058824
75547f2e,000002,0.9180327868852459,0.8529411764705882
75547f2e,000006,0.0,0.7573529411764706
75547f2e,000001,0.0,0.7647058823529411
75547f2e,000003,0.7761194029850746,0.8351648351648352
75547f2e,000009,0.7903225806451613,0.6976744186046512
75547f2e,000004,1.0,
75547f2e,000000,0.0,0.8014705882352942
75547f2e,000007,1.0,
7af62bd4,000005,0.0,0.7977941176470589
7af62bd4,000008,0.0,0.7794117647058824
7af62bd4,000002,0.0,0.7757352941176471
7af62bd4,000006,0.0,0.7573529411764706
7af62bd4,000001,0.0,0.7647058823529411
7af62bd4,000003,0.0,0.7536764705882353
7af62bd4,000009,1.0,
7af62bd4,000004,0.0,0.7867647058823529
7af62bd4,000000,0.0,0.8014705882352942
7af62bd4,000007,0.0,0.7794117647058824
9e070375,000000,0.0,0.8007380073800738
9e070375,000007,0.03333333333333333,0.7689243027888446
9e070375,000003,0.9253731343283582,0.8571428571428571
9e070375,000009,0.5,0.7862068965517242
9e070375,000004,1.0,1.0
9e070375,000006,0.4393939393939394,0.7175572519083969
9e070375,000001,0.546875,0.6506024096385542
9e070375,000005,0.7454545454545455,0.8571428571428571
9e070375,000008,0.36666666666666664,0.7432432432432432
9e070375,000002,0.7704918032786885,0.7846153846153846
39a78591,000001,0.140625,0.7791164658634538
39a78591,000002,0.7213114754098361,0.8282828282828283
39a78591,000005,1.0,
39a78591,000000,0.5185185185185185,0.7570093457943925
39a78591,000004,0.39655172413793105,0.7307692307692307
39a78591,000003,0.1044776119402985,0.7674418604651163
e27368ce,000006,0.3181818181818182,0.7527472527472527
e27368ce,000001,0.9375,0.9069767441860465
e27368ce,000005,0.9090909090909091,0.9242424242424242
e27368ce,000002,0.14754098360655737,0.6976744186046512
e27368ce,000008,0.6666666666666666,0.7959183673469388
e27368ce,000000,0.9814814814814815,0.9714285714285714
e27368ce,000007,0.7833333333333333,0.8828828828828829
e27368ce,000009,0.25806451612903225,0.7799043062200957
e27368ce,000003,0.8805970149253731,0.5294117647058824
e27368ce,000004,0.25862068965517243,0.7871287128712872
8f237908,000001,0.0,0.7647058823529411
8f237908,000006,0.0,0.7573529411764706
8f237908,000002,1.0,
8f237908,000008,0.8166666666666667,0.8225806451612904
8f237908,000005,0.9090909090909091,0.8571428571428571
8f237908,000007,0.0,0.7794117647058824
8f237908,000000,0.0,0.8014705882352942
8f237908,000004,1.0,
8f237908,000009,1.0,
8f237908,000003,1.0,
666d0033,000006,0.7878787878787878,0.7941176470588235
666d0033,000001,0.78125,0.8227848101265823
666d0033,000005,0.4727272727272727,0.7363636363636363
666d0033,000008,0.7,0.847457627118644
666d0033,000002,0.9672131147540983,0.8333333333333334
666d0033,000000,0.4444444444444444,0.7794117647058824
666d0033,000007,0.48333333333333334,0.752
666d0033,000003,0.014925373134328358,0.7451737451737451
666d0033,000009,0.3225806451612903,0.7485029940119761
666d0033,000004,0.41379310344827586,0.7718120805369127
491d87e1,000009,0.0,0.7720588235294118
491d87e1,000003,0.0,0.7536764705882353
491d87e1,000004,0.0,0.7867647058823529
491d87e1,000000,0.0,0.8014705882352942
491d87e1,000007,1.0,
491d87e1,000005,0.0,0.7977941176470589
491d87e1,000002,1.0,
491d87e1,000008,0.0,0.7794117647058824
491d87e1,000006,0.0,0.7573529411764706
491d87e1,000001,1.0,
89411a62,000007,0.0,0.7794117647058824
89411a62,000000,1.0,
89411a62,000004,1.0,
89411a62,000009,1.0,
89411a62,000003,0.0,0.7536764705882353
89411a62,000001,1.0,
89411a62,000006,0.0,0.7573529411764706
89411a62,000002,0.0,0.7757352941176471
89411a62,000008,0.0,0.7794117647058824
89411a62,000005,0.0,0.7977941176470589
3d5c4dcb,000003,0.0,0.7536764705882353
3d5c4dcb,000009,0.0,0.7720588235294118
3d5c4dcb,000004,1.0,
3d5c4dcb,000000,0.0,0.8014705882352942
3d5c4dcb,000007,1.0,
3d5c4dcb,000005,0.0,0.7977941176470589
3d5c4dcb,000008,1.0,
3d5c4dcb,000002,1.0,
3d5c4dcb,000006,0.0,0.7573529411764706
3d5c4dcb,000001,1.0,
9a3f6e53,000001,0.03125,0.7695167286245354
9a3f6e53,000006,0.21212121212121213,0.7511961722488039
9a3f6e53,000002,0.6721311475409836,0.8148148148148148
9a3f6e53,000008,0.5,0.8181818181818182
9a3f6e53,000005,0.0,0.7970479704797048
9a3f6e53,000007,0.3,0.7717391304347826
9a3f6e53,000000,0.0,0.8014705882352942
9a3f6e53,000004,0.0,0.7867647058823529
9a3f6e53,000009,0.6774193548387096,0.7101449275362319
9a3f6e53,000003,0.43283582089552236,0.7185185185185186
3b0fae7b,000004,1.0,
3b0fae7b,000003,0.0,0.7536764705882353
3b0fae7b,000009,1.0,
3b0fae7b,000007,1.0,
3b0fae7b,000000,1.0,
3b0fae7b,000008,0.0,0.7794117647058824
3b0fae7b,000002,1.0,
3b0fae7b,000005,1.0,
3b0fae7b,000001,1.0,
3b0fae7b,000006,1.0,1.0
bc12f2e1,000007,0.7166666666666667,0.8759124087591241
bc12f2e1,000000,0.6111111111111112,0.851063829787234
bc12f2e1,000004,0.6724137931034483,0.8549618320610687
bc12f2e1,000003,0.7164179104477612,0.848
bc12f2e1,000009,0.6290322580645161,0.8333333333333334
bc12f2e1,000001,0.65625,0.8450704225352113
bc12f2e1,000006,0.7727272727272727,0.8770491803278688
bc12f2e1,000008,0.8666666666666667,0.9259259259259259
bc12f2e1,000002,0.7377049180327869,0.8832116788321168
bc12f2e1,000005,0.5818181818181818,0.8544303797468354
35bb1c7e,000004,1.0,
35bb1c7e,000009,1.0,
35bb1c7e,000003,0.0,0.7536764705882353
35bb1c7e,000007,1.0,
35bb1c7e,000000,1.0,
35bb1c7e,000002,1.0,
35bb1c7e,000008,1.0,
35bb1c7e,000005,0.0,0.7977941176470589
35bb1c7e,000001,0.0,0.7647058823529411
35bb1c7e,000006,0.0,0.7573529411764706
4223d275,000000,0.0,0.8014705882352942
4223d275,000007,0.0,0.7794117647058824
4223d275,000003,0.0,0.7536764705882353
4223d275,000009,0.0,0.7720588235294118
4223d275,000004,0.0,0.7867647058823529
4223d275,000006,0.0,0.7573529411764706
4223d275,000001,0.0,0.7647058823529411
4223d275,000005,0.0,0.7977941176470589
4223d275,000008,1.0,1.0
4223d275,000002,0.0,0.7757352941176471
32ceeaf3,000006,0.0,0.7573529411764706
32ceeaf3,000001,0.0,0.7647058823529411
32ceeaf3,000005,0.0,0.7977941176470589
32ceeaf3,000008,0.0,0.7794117647058824
32ceeaf3,000002,0.0,0.7757352941176471
32ceeaf3,000000,1.0,
32ceeaf3,000007,0.0,0.7794117647058824
32ceeaf3,000003,0.0,0.7536764705882353
32ceeaf3,000009,1.0,
32ceeaf3,000004,0.0,0.7867647058823529
606ebc68,000008,0.0,0.7794117647058824
606ebc68,000002,1.0,
606ebc68,000005,1.0,
606ebc68,000001,0.0,0.7647058823529411
606ebc68,000006,0.0,0.7564575645756457
606ebc68,000004,1.0,
606ebc68,000003,1.0,
606ebc68,000009,0.0,0.7720588235294118
606ebc68,000007,0.0,0.7794117647058824
606ebc68,000000,0.0,0.8014705882352942
43fedd10,000005,1.0,
43fedd10,000008,1.0,
43fedd10,000002,1.0,
43fedd10,000006,1.0,
43fedd10,000001,1.0,
43fedd10,000003,1.0,
43fedd10,000009,0.0,0.7720588235294118
43fedd10,000004,0.0,0.7867647058823529
43fedd10,000000,0.0,0.8014705882352942
43fedd10,000007,1.0,
1e49200f,000005,0.0,0.7977941176470589
1e49200f,000002,0.0,0.7757352941176471
1e49200f,000008,0.0,0.7794117647058824
1e49200f,000006,0.0,0.7573529411764706
1e49200f,000001,0.0,0.7647058823529411
1e49200f,000009,0.0,0.7720588235294118
1e49200f,000003,0.0,0.7536764705882353
1e49200f,000004,0.0,0.7867647058823529
1e49200f,000000,0.0,0.8014705882352942
1e49200f,000007,0.0,0.7794117647058824
114edede,000006,1.0,1.0
114edede,000001,0.0,0.7647058823529411
114edede,000005,0.0,0.7977941176470589
114edede,000008,0.0,0.7794117647058824
114edede,000002,0.0,0.7757352941176471
114edede,000000,0.0,0.8014705882352942
114edede,000007,1.0,
114edede,000003,1.0,
114edede,000009,0.0,0.7720588235294118
114edede,000004,0.08620689655172414,0.7427184466019418
9280fc02,000007,1.0,
9280fc02,000000,1.0,
9280fc02,000004,1.0,
9280fc02,000003,0.0,0.7536764705882353
9280fc02,000009,0.0,0.7720588235294118
9280fc02,000001,0.0,0.7647058823529411
9280fc02,000006,1.0,1.0
9280fc02,000008,1.0,
9280fc02,000002,0.0,0.7757352941176471
9280fc02,000005,1.0,
e803e30e,000008,1.0,
e803e30e,000002,1.0,
e803e30e,000005,0.8181818181818182,0.8765432098765432
e803e30e,000001,0.0,0.7647058823529411
e803e30e,000006,0.0,0.7573529411764706
e803e30e,000004,0.0,0.7867647058823529
e803e30e,000003,1.0,
e803e30e,000009,1.0,
e803e30e,000007,1.0,
e803e30e,000000,0.0,0.8014705882352942
9dfa953d,000004,1.0,
9dfa953d,000003,0.0,0.7536764705882353
9dfa953d,000009,0.0,0.7720588235294118
9dfa953d,000007,1.0,
9dfa953d,000000,0.0,0.8014705882352942
9dfa953d,000008,1.0,
9dfa953d,000002,1.0,
9dfa953d,000005,1.0,
9dfa953d,000001,1.0,
9dfa953d,000006,1.0,1.0
65b363f6,000005,0.0,0.7977941176470589
65b363f6,000008,0.0,0.7794117647058824
65b363f6,000002,0.0,0.7757352941176471
65b363f6,000006,0.0,0.7573529411764706
65b363f6,000001,1.0,
65b363f6,000003,0.0,0.7536764705882353
65b363f6,000009,0.0,0.7720588235294118
65b363f6,000004,0.0,0.7867647058823529
65b363f6,000000,0.0,0.8014705882352942
65b363f6,000007,0.0,0.7794117647058824
3674b5fd,000004,0.08620689655172414,0.7862903225806451
3674b5fd,000009,1.0,
3674b5fd,000003,0.0,0.7536764705882353
3674b5fd,000007,1.0,
3674b5fd,000000,0.0,0.8014705882352942
3674b5fd,000002,0.0,0.7757352941176471
3674b5fd,000008,0.0,0.7794117647058824
3674b5fd,000005,0.0,0.7977941176470589
3674b5fd,000001,1.0,
3674b5fd,000006,0.0,0.7573529411764706
51cb89e7,000009,0.9516129032258065,0.8571428571428571
51cb89e7,000003,0.0,0.7536764705882353
51cb89e7,000004,1.0,
51cb89e7,000000,0.0,0.8014705882352942
51cb89e7,000007,0.0,0.7794117647058824
51cb89e7,000005,1.0,
51cb89e7,000002,1.0,
51cb89e7,000008,0.0,0.7794117647058824
51cb89e7,000006,0.0,0.7573529411764706
51cb89e7,000001,0.0,0.7647058823529411
4c85a570,000006,0.4090909090909091,0.7719298245614035
4c85a570,000001,0.96875,0.0
4c85a570,000005,0.7454545454545455,0.8640776699029126
4c85a570,000002,0.0,0.7757352941176471
4c85a570,000008,1.0,
4c85a570,000000,0.42592592592592593,0.837696335078534
4c85a570,000007,0.7666666666666667,0.8333333333333334
4c85a570,000009,0.7580645161290323,0.8770491803278688
4c85a570,000003,0.0,0.7298387096774194
4c85a570,000004,0.3275862068965517,0.7450980392156863
c5deca70,000009,0.04838709677419355,0.7730769230769231
c5deca70,000003,0.6865671641791045,0.8359375
c5deca70,000004,0.603448275862069,0.8188976377952756
c5deca70,000000,0.037037037037037035,0.8022813688212928
c5deca70,000007,0.45,0.8103448275862069
c5deca70,000005,0.8181818181818182,0.8245614035087719
c5deca70,000002,0.7540983606557377,0.7727272727272727
c5deca70,000008,0.13333333333333333,0.7851239669421488
c5deca70,000006,0.015151515151515152,0.7601476014760148
c5deca70,000001,0.71875,0.7906976744186046
5d9bd23e,000000,1.0,
5d9bd23e,000007,1.0,
5d9bd23e,000009,0.0,0.7720588235294118
5d9bd23e,000003,1.0,
5d9bd23e,000004,0.0,0.7867647058823529
5d9bd23e,000006,0.0,0.7573529411764706
5d9bd23e,000001,1.0,
5d9bd23e,000005,0.9818181818181818,0.75
5d9bd23e,000002,1.0,
5d9bd23e,000008,1.0,
9642d934,000004,1.0,
9642d934,000009,0.0,0.7720588235294118
9642d934,000003,0.0,0.7536764705882353
9642d934,000007,0.0,0.7794117647058824
9642d934,000000,1.0,
9642d934,000002,0.0,0.7757352941176471
9642d934,000008,0.0,0.7794117647058824
9642d934,000005,0.0,0.7977941176470589
9642d934,000001,1.0,
9642d934,000006,0.0,0.7573529411764706
7239ca9e,000001,0.0,0.7647058823529411
7239ca9e,000006,1.0,1.0
7239ca9e,000008,0.0,0.7794117647058824
7239ca9e,000002,0.0,0.7757352941176471
7239ca9e,000005,0.0,0.7977941176470589
7239ca9e,000007,1.0,
7239ca9e,000000,1.0,
7239ca9e,000004,0.0,0.7867647058823529
7239ca9e,000003,0.0,0.7536764705882353
7239ca9e,000009,1.0,
cf9edb10,000000,1.0,
cf9edb10,000007,0.0,0.7794117647058824
cf9edb10,000009,1.0,
cf9edb10,000003,1.0,
cf9edb10,000004,0.0,0.7867647058823529
cf9edb10,000006,0.0,0.7573529411764706
cf9edb10,000001,1.0,
cf9edb10,000005,0.0,0.7977941176470589
cf9edb10,000002,0.0,0.7757352941176471
cf9edb10,000008,0.0,0.7794117647058824
21e770b1,000009,0.7258064516129032,0.7976190476190477
21e770b1,000003,1.0,
21e770b1,000004,0.7758620689655172,0.7291666666666666
21e770b1,000000,0.07407407407407407,0.7991967871485943
21e770b1,000007,0.13333333333333333,0.7647058823529411
21e770b1,000005,0.7454545454545455,0.8666666666666667
21e770b1,000002,0.7213114754098361,0.7733333333333333
21e770b1,000008,0.016666666666666666,0.7798507462686567
21e770b1,000006,0.36363636363636365,0.7627118644067796
21e770b1,000001,0.53125,0.7972972972972973
5a8d6b40,000005,0.4909090909090909,0.8571428571428571
5a8d6b40,000002,0.8524590163934426,0.9181818181818182
5a8d6b40,000001,0.75,0.8279569892473119
5a8d6b40,000003,0.6417910447761194,0.8248175182481752
5a8d6b40,000004,0.5689655172413793,0.8287671232876712
5a8d6b40,000000,0.7222222222222222,0.8255813953488372
779beb9b,000008,0.0,0.7794117647058824
779beb9b,000002,1.0,
779beb9b,000005,1.0,
779beb9b,000001,0.0,0.7647058823529411
779beb9b,000006,0.0,0.7573529411764706
779beb9b,000004,1.0,
779beb9b,000003,1.0,
779beb9b,000009,0.0,0.7720588235294118
779beb9b,000007,1.0,
779beb9b,000000,0.0,0.8014705882352942
25e75928,000000,1.0,
25e75928,000007,0.0,0.7794117647058824
25e75928,000003,1.0,
25e75928,000009,0.0,0.7720588235294118
25e75928,000004,0.0,0.7867647058823529
25e75928,000006,1.0,1.0
25e75928,000001,1.0,
25e75928,000005,1.0,
25e75928,000008,0.0,0.7794117647058824
25e75928,000002,0.0,0.7757352941176471
834ad1b1,000005,0.0,0.7977941176470589
834ad1b1,000002,0.0,0.7757352941176471
834ad1b1,000008,0.0,0.7794117647058824
834ad1b1,000006,0.0,0.7573529411764706
834ad1b1,000001,0.0,0.7647058823529411
834ad1b1,000009,0.0,0.7720588235294118
834ad1b1,000003,0.0,0.7536764705882353
834ad1b1,000004,0.0,0.7867647058823529
834ad1b1,000000,0.0,0.8014705882352942
834ad1b1,000007,0.0,0.7794117647058824
21405e0b,000000,0.0,0.8014705882352942
21405e0b,000007,0.0,0.7794117647058824
21405e0b,000003,0.0,0.7536764705882353
21405e0b,000009,0.0,0.7720588235294118
21405e0b,000004,0.0,0.7867647058823529
21405e0b,000006,0.0,0.7573529411764706
21405e0b,000001,0.0,0.7647058823529411
21405e0b,000005,0.0,0.7977941176470589
21405e0b,000008,0.0,0.7794117647058824
21405e0b,000002,0.0,0.7757352941176471
03d6e381,000004,0.0,0.7859778597785978
03d6e381,000009,0.0,0.7720588235294118
03d6e381,000003,0.0,0.7536764705882353
03d6e381,000007,0.0,0.7794117647058824
03d6e381,000000,0.0,0.8014705882352942
03d6e381,000002,0.01639344262295082,0.7785977859778598
03d6e381,000008,0.0,0.7794117647058824
03d6e381,000005,0.0,0.7977941176470589
03d6e381,000001,0.0,0.7647058823529411
03d6e381,000006,0.0,0.7573529411764706
b3f56316,000005,1.0,
b3f56316,000008,0.0,0.7794117647058824
b3f56316,000002,1.0,
b3f56316,000006,0.0,0.7573529411764706
b3f56316,000001,1.0,
b3f56316,000003,0.0,0.7536764705882353
b3f56316,000009,0.0,0.7720588235294118
b3f56316,000004,0.0,0.7867647058823529
b3f56316,000000,0.0,0.8014705882352942
b3f56316,000007,0.0,0.7794117647058824
a6e2475f,000006,0.0,0.7573529411764706
a6e2475f,000001,0.0,0.7647058823529411
a6e2475f,000005,0.0,0.7977941176470589
a6e2475f,000002,0.0,0.7757352941176471
a6e2475f,000008,0.0,0.7794117647058824
a6e2475f,000000,1.0,
a6e2475f,000007,1.0,
a6e2475f,000009,0.0,0.7720588235294118
a6e2475f,000003,1.0,
a6e2475f,000004,0.0,0.7867647058823529
782a73d2,000007,0.06666666666666667,0.7777777777777778
782a73d2,000000,0.09259259259259259,0.7958333333333333
782a73d2,000004,0.9655172413793104,0.75
782a73d2,000003,0.23880597014925373,0.7258064516129032
782a73d2,000009,0.8225806451612904,0.8641975308641975
782a73d2,000001,1.0,
782a73d2,000006,0.8181818181818182,0.4
782a73d2,000008,0.9833333333333333,0.8
782a73d2,000002,0.26229508196721313,0.7643979057591623
782a73d2,000005,0.0,0.7977941176470589
00752a6b,000000,0.018518518518518517,0.8022388059701493
00752a6b,000007,1.0,
00752a6b,000009,0.0,0.7720588235294118
00752a6b,000003,0.0,0.7536764705882353
00752a6b,000004,0.0,0.7867647058823529
00752a6b,000006,0.0,0.7573529411764706
00752a6b,000001,0.0,0.7647058823529411
00752a6b,000005,0.0,0.7977941176470589
00752a6b,000002,0.0,0.7757352941176471
00752a6b,000008,0.0,0.7794117647058824
3187650c,000000,0.8703703703703703,0.825
3187650c,000007,0.7,0.8571428571428571
3187650c,000003,0.7611940298507462,0.8048780487804879
3187650c,000009,0.7419354838709677,0.8297872340425532
3187650c,000004,0.5172413793103449,0.8014184397163121
3187650c,000006,0.6515151515151515,0.8174603174603174
3187650c,000001,0.59375,0.8088235294117647
3187650c,000005,0.6727272727272727,0.8524590163934426
3187650c,000008,0.7333333333333333,0.8461538461538461
3187650c,000002,0.9180327868852459,0.6428571428571429
747df92b,000009,0.016129032258064516,0.7706766917293233
747df92b,000003,0.3283582089552239,0.7836538461538461
747df92b,000004,0.29310344827586204,0.795
747df92b,000000,0.5555555555555556,0.8471337579617835
747df92b,000007,0.5833333333333334,0.8091603053435115
747df92b,000005,0.12727272727272726,0.7948717948717948
747df92b,000002,0.819672131147541,0.8571428571428571
747df92b,000008,0.48333333333333334,0.8368421052631579
747df92b,000006,0.4090909090909091,0.7979274611398963
747df92b,000001,0.421875,0.8159203980099502
36f2527e,000000,0.0,0.8014705882352942
36f2527e,000007,0.0,0.7794117647058824
36f2527e,000003,0.0,0.7536764705882353
36f2527e,000009,0.0,0.7720588235294118
36f2527e,000004,1.0,1.0
36f2527e,000006,1.0,
36f2527e,000001,0.0,0.7647058823529411
36f2527e,000005,0.0,0.7977941176470589
36f2527e,000008,0.0,0.7794117647058824
36f2527e,000002,0.0,0.7757352941176471
e024dc94,000004,0.6379310344827587,0.8073394495412844
e024dc94,000003,0.8955223880597015,0.9014084507042254
e024dc94,000009,0.9354838709677419,0.9285714285714286
e024dc94,000007,0.8666666666666667,0.8933333333333333
e024dc94,000000,0.6481481481481481,0.819047619047619
e024dc94,000008,0.95,0.9
e024dc94,000002,0.6885245901639344,0.7978723404255319
e024dc94,000005,0.8545454545454545,0.8769230769230769
e024dc94,000001,0.84375,0.855072463768116
e024dc94,000006,0.4393939393939394,0.7967032967032966
8f12b0a2,000005,1.0,
8f12b0a2,000002,1.0,
8f12b0a2,000008,1.0,
8f12b0a2,000006,1.0,1.0
