,Train_AUC,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/frequency/nlayer,config/frequency/hsize_1,config/frequency/hsize_2,config/frequency/hsize_3,config/frequency/drop_1,config/frequency/drop_2,config/frequency/drop_3,config/time/nlayer,config/time/hsize_1,config/time/hsize_2,config/time/hsize_3,config/time/drop_1,config/time/drop_2,config/time/drop_3,config/categorical/nlayer,config/categorical/hsize_1,config/categorical/hsize_2,config/categorical/hsize_3,config/categorical/drop_1,config/categorical/drop_2,config/categorical/drop_3,config/target/nlayer,config/target/hsize_1,config/target/hsize_2,config/target/hsize_3,config/target/drop_1,config/target/drop_2,config/target/drop_3,config/passthrough/nlayer,config/passthrough/hsize_1,config/passthrough/hsize_2,config/passthrough/hsize_3,config/passthrough/drop_1,config/passthrough/drop_2,config/passthrough/drop_3,config/combination/nlayer,config/combination/hsize_1,config/combination/hsize_2,config/combination/hsize_3,config/combination/drop_1,config/combination/drop_2,config/combination/drop_3,config/combined/nlayer,config/combined/hsize_1,config/combined/hsize_2,config/combined/hsize_3,config/combined/drop_1,config/combined/drop_2,config/combined/drop_3,config/lr,config/batchsize,config/normorder,config/activation,should_checkpoint,logdir
0,0.5007552452863053,1736363150,checkpoint_000001,False,10,348b3662,2025-01-08_14-05-50,32.41792678833008,331.3156156539917,696,HAY301-Brian-Prager-MBP,127.0.0.1,331.3156156539917,10,1,1.0,1.0,1.0,0.4,0.4,0.2,1,1.0,1.0,1.0,0.4,0.4,0.2,1,1.0,1.0,1.0,0.4,0.4,0.2,1,1.0,1.0,1.0,0.4,0.4,0.2,1,1.0,1.0,1.0,0.4,0.4,0.2,1,1.0,1.0,1.0,0.4,0.4,0.2,1,0.8,1.0,1.0,0.1,0.1,0.1,5e-05,64,before,relu,True,348b3662
