         10991207 function calls (10957755 primitive calls) in 128.270 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       12    0.000    0.000    0.000    0.000 asttokens.py:184(get_text_range)
        8    0.000    0.000    0.000    0.000 argparse.py:820(__init__)
       10    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        8    0.000    0.000    0.000    0.000 argparse.py:591(_format_args)
      165    0.000    0.000    0.000    0.000 indexing.py:1127(_has_valid_setitem_indexer)
        4    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.StringIO' objects}
       25    0.000    0.000    0.000    0.000 util.py:54(get_bool_opt)
        8    0.000    0.000    0.000    0.000 inspect.py:1067(getargs)
        1    0.000    0.000    0.001    0.001 core.py:419(style_with_executing_node)
       28    0.000    0.000    0.000    0.000 regexopt.py:22(make_charset)
        4    0.000    0.000    0.001    0.000 executing.py:821(get_actual_current_instruction)
       37    0.000    0.000    0.000    0.000 argparse.py:1363(register)
        2    0.000    0.000    0.000    0.000 terminal.py:124(get_terminal_size)
      135    0.000    0.000    0.000    0.000 ipstruct.py:122(__getattr__)
       16    0.000    0.000    0.000    0.000 executing.py:374(_class_local)
        7    0.000    0.000    0.001    0.000 executing.py:786(find_codes)
        4    0.000    0.000    0.000    0.000 lexer.py:193(get_tokens)
        3    0.000    0.000    0.000    0.000 ast.py:535(_new)
      101    0.000    0.000    0.000    0.000 {method 'close' of 'generator' objects}
      165    0.000    0.000    0.000    0.000 series.py:1274(_clear_item_cache)
        1    0.000    0.000    0.000    0.000 formatter.py:83(__init__)
        8    0.000    0.000    0.000    0.000 inspect.py:1223(getargvalues)
       49    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       31    0.000    0.000    0.000    0.000 utils.py:90(is_frame)
        1    0.000    0.000    0.064    0.064 executing.py:405(asttokens)
        1    0.000    0.000    0.000    0.000 hooks.py:106(__call__)
        5    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        1    0.000    0.000    0.041    0.041 asttokens.py:68(mark_tokens)
       10    0.000    0.000    0.000    0.000 inspect.py:494(unwrap)
       10    0.000    0.000    0.000    0.000 utils.py:48(<lambda>)
       50    0.000    0.000    0.000    0.000 inspect.py:73(isclass)
       10    0.000    0.000    0.000    0.000 inspect.py:926(__init__)
       43    0.000    0.000    0.000    0.000 dis.py:283(_get_const_info)
        8    0.000    0.000    0.000    0.000 argparse.py:1453(_add_action)
        1    0.000    0.000    0.000    0.000 argparse.py:1831(parse_known_args)
      130    0.000    0.000    0.000    0.000 executing.py:689(<genexpr>)
       50    0.000    0.000    0.000    0.000 inspect.py:64(ismodule)
      101    0.000    0.000    0.000    0.000 contextlib.py:319(__enter__)
        8    0.000    0.000    0.000    0.000 executing.py:430(code_qualname)
       20    0.000    0.000    0.000    0.000 utils.py:104(frame_and_lineno)
        1    0.000    0.000    0.000    0.000 pathlib.py:1209(resolve)
       15    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        8    0.000    0.000    0.000    0.000 ultratb.py:690(__init__)
        9    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
       31    0.000    0.000    0.000    0.000 mark_tokens.py:298(handle_num)
       34    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        1    0.000    0.000    0.000    0.000 linecache.py:80(updatecache)
        8    0.000    0.000    0.001    0.000 ultratb.py:679(_from_stack_data_FrameInfo)
        1    0.000    0.000    0.000    0.000 mark_tokens.py:42(__init__)
       23    0.000    0.000    0.000    0.000 core.py:712(<listcomp>)
       11    0.000    0.000    0.000    0.000 tokenize.py:612(generate_tokens)
        1    0.000    0.000    0.168    0.168 ultratb.py:1043(structured_traceback)
        1    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
       10    0.000    0.000    0.107    0.011 core.py:554(mapper)
        1    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
       55    0.000    0.000    0.000    0.000 executing.py:563(<genexpr>)
        2    0.000    0.000    0.000    0.000 pathlib.py:303(splitroot)
        1    0.000    0.000    0.000    0.000 syspathcontext.py:57(__enter__)
       40    0.000    0.000    0.000    0.000 inspect.py:237(istraceback)
        3    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        7    0.000    0.000    0.019    0.003 executing.py:781(compile_instructions)
        8    0.000    0.000    0.000    0.000 posixpath.py:60(isabs)
        8    0.000    0.000    0.006    0.001 core.py:634(included_pieces)
        1    0.000    0.000    0.000    0.000 argparse.py:2419(_get_values)
       67    0.000    0.000    0.000    0.000 base.py:2017(nlevels)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.__import__}
      127    0.000    0.000    0.000    0.000 executing.py:1013(opnames_match)
       14    0.000    0.000    0.000    0.000 dis.py:128(_get_code_object)
       80    0.000    0.000    0.000    0.000 inspect.py:703(<genexpr>)
       15    0.000    0.000    0.000    0.000 mark_tokens.py:268(_gobble_parens)
        7    0.000    0.000    0.000    0.000 inspect.py:1308(formatargvalues)
        1    0.000    0.000    0.000    0.000 posixpath.py:140(basename)
        1    0.000    0.000    0.082    0.082 core.py:78(__init__)
       60    0.000    0.000    0.000    0.000 inspect.py:700(<genexpr>)
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        5    0.000    0.000    0.000    0.000 data_loader.py:393(<listcomp>)
        9    0.000    0.000    0.000    0.000 ultratb.py:354(has_colors)
       11    0.000    0.000    0.000    0.000 linecache.py:36(getlines)
        1    0.000    0.000    0.001    0.001 __init__.py:649(update)
       30    0.000    0.000    0.000    0.000 inspect.py:159(isfunction)
        1    0.000    0.000    0.041    0.041 mark_tokens.py:47(visit_tree)
        1    0.000    0.000    0.000    0.000 argparse.py:1917(take_action)
        3    0.000    0.000    0.000    0.000 pathlib.py:1089(_init)
        6    0.000    0.000    0.000    0.000 pathlib.py:742(__str__)
       15    0.000    0.000    0.000    0.000 mark_tokens.py:248(handle_tuple_nonempty)
        5    0.000    0.000    0.000    0.000 data_loader.py:382(make_help_str)
       77    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        8    0.000    0.000    0.000    0.000 path.py:68(compress_user)
       10    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 argparse.py:1938(consume_optional)
        3    0.000    0.000    0.000    0.000 pathlib.py:725(_format_parsed_parts)
        1    0.000    0.000    0.000    0.000 argparse.py:1086(__init__)
       36    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        7    0.000    0.000    0.017    0.002 executing.py:544(compile_similar_to)
        1    0.000    0.000    0.000    0.000 pathlib.py:331(_resolve)
       40    0.000    0.000    0.000    0.000 inspect.py:247(isframe)
        2    0.000    0.000    0.000    0.000 posixpath.py:100(split)
        5    0.000    0.000    0.000    0.000 argparse.py:2475(_get_value)
       12    0.000    0.000    0.000    0.000 _collections_abc.py:760(get)
        1    0.000    0.000    0.000    0.000 pathlib.py:1246(open)
        2    0.000    0.000    0.000    0.000 argparse.py:1620(__init__)
        1    0.000    0.000    0.000    0.000 core.py:109(<listcomp>)
        2    0.000    0.000    0.000    0.000 pathlib.py:702(_from_parts)
        8    0.000    0.000    0.000    0.000 executing.py:830(<genexpr>)
        8    0.000    0.000    0.000    0.000 argparse.py:1642(_add_action)
      132    0.000    0.000    0.000    0.000 lexer.py:319(__repr__)
      166    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        3    0.000    0.000    0.000    0.000 executing.py:731(<listcomp>)
        1    0.000    0.000    0.000    0.000 tokenize.py:295(detect_encoding)
        3    0.000    0.000    0.001    0.000 gettext.py:664(dgettext)
        1    0.000    0.000    0.000    0.000 core.py:110(<listcomp>)
        8    0.000    0.000    0.000    0.000 argparse.py:2541(_get_formatter)
        4    0.000    0.000    0.000    0.000 executing.py:1080(is_ipython_cell_filename)
        6    0.000    0.000    0.000    0.000 executing.py:702(<genexpr>)
        4    0.000    0.000    0.012    0.003 __init__.py:52(format)
       30    0.000    0.000    0.000    0.000 inspect.py:81(ismethod)
        9    0.000    0.000    0.000    0.000 configurable.py:522(instance)
       15    0.000    0.000    0.000    0.000 mark_tokens.py:262(visit_tuple)
       21    0.000    0.000    0.000    0.000 argparse.py:1367(_registry_get)
        1    0.000    0.000    0.000    0.000 argparse.py:2145(_match_argument)
       46    0.000    0.000    0.000    0.000 util.py:134(is_module)
        8    0.000    0.000    0.000    0.000 util.py:99(get_list_opt)
        8    0.000    0.000    0.005    0.001 core.py:572(scope_pieces)
        8    0.000    0.000    0.000    0.000 compilerop.py:119(format_code_name)
        1    0.000    0.000    0.000    0.000 builtin_trap.py:46(__exit__)
       11    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       27    0.000    0.000    0.000    0.000 mark_tokens.py:235(visit_subscript)
        1    0.000    0.000    0.000    0.000 posixpath.py:334(normpath)
       19    0.000    0.000    0.000    0.000 mark_tokens.py:181(visit_if)
        1    0.000    0.000    0.000    0.000 filesystem.py:25(__init__)
        6    0.000    0.000    0.000    0.000 argparse.py:906(__init__)
       10    0.000    0.000    0.000    0.000 executing.py:469(__init__)
      100    0.000    0.000    0.000    0.000 {method 'is_dir' of 'posix.DirEntry' objects}
        9    0.000    0.000    0.000    0.000 configurable.py:566(initialized)
       10    0.000    0.000    0.000    0.000 inspect.py:1319(convert)
       63    0.000    0.000    0.000    0.000 utils.py:168(assert_)
        1    0.000    0.000    0.000    0.000 executing.py:487(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:2015(consume_positionals)
        2    0.000    0.000    0.000    0.000 argparse.py:1443(add_argument_group)
        3    0.000    0.000    0.000    0.000 executing.py:693(<listcomp>)
       19    0.000    0.000    0.000    0.000 os.py:758(decode)
        1    0.000    0.000  128.272  128.272 <string>:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:581(__init__)
        3    0.000    0.000    0.000    0.000 argparse.py:1571(_get_handler)
       10    0.000    0.000    0.000    0.000 core.py:561(_frame_key)
       26    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       12    0.000    0.000    0.000    0.000 executing.py:1076(is_ipython_cell_code_name)
       10    0.000    0.000    0.001    0.000 executing.py:674(clean_instructions)
        8    0.000    0.000    0.000    0.000 argparse.py:1567(_pop_action_class)
        9    0.000    0.000    0.004    0.000 executing.py:532(visit_ClassDef)
        4    0.000    0.000    0.000    0.000 re.py:198(search)
       32    0.000    0.000    0.000    0.000 core.py:245(is_current)
        1    0.000    0.000    0.000    0.000 syspathcontext.py:64(__exit__)
        1    0.000    0.000    0.000    0.000 argparse.py:964(__init__)
       17    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        3    0.000    0.000    0.001    0.000 gettext.py:741(gettext)
       12    0.000    0.000    0.000    0.000 mark_tokens.py:239(handle_bare_tuple)
        9    0.000    0.000    0.000    0.000 py3compat.py:22(cast_unicode)
        8    0.000    0.000    0.000    0.000 util.py:85(get_int_opt)
        8    0.000    0.000    0.000    0.000 argparse.py:584(format)
        1    0.000    0.000    0.000    0.000 hooks.py:88(synchronize_with_editor)
        4    0.000    0.000    0.000    0.000 __init__.py:35(lex)
        4    0.000    0.000    0.012    0.003 terminal256.py:249(format)
        5    0.000    0.000    0.000    0.000 core.py:721(<listcomp>)
        6    0.000    0.000    0.000    0.000 glob.py:152(has_magic)
        4    0.000    0.000    0.000    0.000 executing.py:1084(is_ipython_cell_code)
       11    0.000    0.000    0.000    0.000 utils.py:95(iter_stack)
       18    0.000    0.000    0.000    0.000 utils.py:15(truncate)
        1    0.000    0.000    0.000    0.000 pathlib.py:986(parent)
        5    0.000    0.000    0.000    0.000 argparse.py:579(<listcomp>)
        8    0.000    0.000    0.000    0.000 dis.py:359(<genexpr>)
        8    0.000    0.000    0.000    0.000 argparse.py:1804(_add_action)
        4    0.000    0.000    0.012    0.003 __init__.py:77(highlight)
        8    0.000    0.000    0.000    0.000 argparse.py:1580(_check_conflict)
        5    0.000    0.000    0.000    0.000 codecs.py:319(decode)
        8    0.000    0.000    0.000    0.000 _collections_abc.py:767(__contains__)
       12    0.000    0.000    0.000    0.000 asttokens.py:177(get_tokens)
       37    0.000    0.000    0.000    0.000 core.py:727(<genexpr>)
        3    0.000    0.000    0.000    0.000 executing.py:1027(get_setter)
        8    0.000    0.000    0.000    0.000 mark_tokens.py:175(visit_comprehension)
        8    0.000    0.000    0.000    0.000 argparse.py:203(__init__)
        8    0.000    0.000    0.007    0.001 ultratb.py:710(lines)
        1    0.000    0.000    0.000    0.000 line_numbers.py:28(__init__)
        5    0.000    0.000    0.002    0.000 core.py:622(executing_piece)
        4    0.000    0.000    0.000    0.000 asttokens.py:200(get_text)
       12    0.000    0.000    0.000    0.000 executing.py:791(<lambda>)
        8    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        5    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        5    0.000    0.000    0.000    0.000 re.py:203(sub)
        1    0.000    0.000    0.000    0.000 ultratb.py:915(format_exception)
        1    0.000    0.000    0.001    0.001 ultratb.py:1040(<listcomp>)
        5    0.000    0.000    0.000    0.000 debugger.py:130(make_arrow)
       16    0.000    0.000    0.000    0.000 ultratb.py:714(executing)
        4    0.000    0.000    0.000    0.000 pathlib.py:752(__fspath__)
        9    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        4    0.000    0.000    0.000    0.000 utils.py:155(MyLexer)
        3    0.000    0.000    0.000    0.000 ast.py:192(fix_missing_locations)
        4    0.000    0.000    0.012    0.003 formatter.py:114(format)
        2    0.000    0.000    0.000    0.000 tokenize.py:325(find_cookie)
        1    0.000    0.000    0.000    0.000 glob.py:24(iglob)
       10    0.000    0.000    0.000    0.000 inspect.py:511(_is_wrapper)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:2125(_showtraceback)
        1    0.000    0.000    0.000    0.000 argparse.py:2286(_get_nargs_pattern)
       15    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        1    0.000    0.000    0.000    0.000 util.py:257(__init__)
        1    0.000    0.000    0.000    0.000 ultratb.py:326(_get_chained_exception)
        1    0.000    0.000    0.000    0.000 pathlib.py:1566(expanduser)
        4    0.000    0.000    0.000    0.000 lexer.py:43(__new__)
        9    0.000    0.000    0.000    0.000 mark_tokens.py:284(visit_joinedstr)
        8    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 pathlib.py:461(readlink)
        1    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        1    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
        4    0.000    0.000    0.000    0.000 filter.py:12(apply_filters)
        6    0.000    0.000    0.000    0.000 executing.py:1031(<lambda>)
        2    0.000    0.000    0.000    0.000 tokenize.py:319(read_or_stop)
        1    0.000    0.000    0.000    0.000 pathlib.py:1118(_opener)
       10    0.000    0.000    0.000    0.000 utils.py:80(<lambda>)
        1    0.000    0.000    0.002    0.002 ast.py:33(parse)
        1    0.000    0.000    0.000    0.000 data_loader.py:19(data_loader)
        1    0.000    0.000    0.000    0.000 data_loader.py:372(CustomFormatter)
        3    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        2    0.000    0.000    0.000    0.000 argparse.py:2183(_parse_optional)
        8    0.000    0.000    0.000    0.000 core.py:371(<lambda>)
        1    0.000    0.000    0.000    0.000 pathlib.py:715(_from_parsed_parts)
        3    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 util.py:76(iter_children_func)
        1    0.000    0.000    0.000    0.000 argparse.py:2167(_match_arguments_partial)
        5    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       11    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 argparse.py:1816(_get_positional_actions)
        1    0.000    0.000    0.000    0.000 data_loader.py:191(data_viability)
        1    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        1    0.000    0.000    0.000    0.000 data_loader.py:40(channel_clean)
       10    0.000    0.000    0.000    0.000 ultratb.py:1398(nullrepr)
        1    0.000    0.000    0.000    0.000 data_loader.py:304(__init__)
        1    0.000    0.000    0.000    0.000 traitlets.py:689(__get__)
        1    0.000    0.000    0.000    0.000 data_loader.py:302(tensor_manager)
       10    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 argparse.py:1824(parse_args)
        1    0.000    0.000    0.000    0.000 builtin_trap.py:39(__enter__)
        1    0.000    0.000    0.000    0.000 argparse.py:941(__init__)
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        5    0.000    0.000    0.000    0.000 argparse.py:1733(identity)
        1    0.000    0.000    0.000    0.000 argparse.py:1817(<listcomp>)
        1    0.000    0.000    0.000    0.000 ultratb.py:335(get_parts_of_chained_exception)
        1    0.000    0.000    0.000    0.000 ultratb.py:1213(stb2text)
        1    0.000    0.000    0.000    0.000 data_loader.py:151(dataframe_manager)
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'rjust' of 'str' objects}
        1    0.000    0.000    0.000    0.000 traitlets.py:651(get)
        1    0.000    0.000    0.000    0.000 data_loader.py:67(channel_mapping)
        1    0.000    0.000    0.000    0.000 data_loader.py:85(channel_montage)
        1    0.000    0.000    0.000    0.000 argparse.py:935(__call__)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:1109(_get_call_pdb)
        1    0.000    0.000    0.000    0.000 syspathcontext.py:54(__init__)
        3    0.000    0.000    0.000    0.000 ast.py:509(_setter)
        1    0.000    0.000    0.000    0.000 argparse.py:2501(_check_value)
        2    0.000    0.000    0.000    0.000 argparse.py:613(<listcomp>)
        1    0.000    0.000    0.000    0.000 argparse.py:2044(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        3    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        1    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        1    0.000    0.000    0.000    0.000 data_loader.py:320(data_manager)
        4    0.000    0.000    0.000    0.000 executing.py:578(<lambda>)
        1    0.000    0.000    0.000    0.000 argparse.py:1295(__init__)
        1    0.000    0.000    0.000    0.000 formatter.py:19(_lookup_style)
        1    0.000    0.000    0.000    0.000 pathlib.py:1001(is_absolute)
