         10991207 function calls (10957755 primitive calls) in 128.270 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     3331    0.001    0.000    0.001    0.000 {pandas._libs.algos.ensure_object}
     1321    0.001    0.000    0.002    0.000 asttokens.py:118(get_token)
      101    0.001    0.000    0.001    0.000 fnmatch.py:54(filter)
      984    0.001    0.000    0.011    0.000 utils.py:156(get_tokens)
      165    0.001    0.000    0.016    0.000 construction.py:881(create_series_with_explicit_dtype)
      166    0.001    0.000    0.002    0.000 mark_tokens.py:318(visit_const)
      660    0.001    0.000    0.001    0.000 construction.py:861(is_empty_data)
      194    0.001    0.000    0.001    0.000 mark_tokens.py:186(handle_attr)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
     2707    0.000    0.000    0.000    0.000 common.py:151(classes_and_not_datetimelike)
     1155    0.000    0.000    0.001    0.000 common.py:1154(needs_i8_conversion)
     1155    0.000    0.000    0.001    0.000 series.py:708(_values)
      330    0.000    0.000    0.003    0.000 base.py:4020(_check_indexing_method)
      825    0.000    0.000    0.001    0.000 series.py:611(name)
      330    0.000    0.000    0.001    0.000 dtypes.py:1247(is_dtype)
     1026    0.000    0.000    0.003    0.000 common.py:501(is_categorical_dtype)
      330    0.000    0.000    0.004    0.000 {method 'any' of 'numpy.ndarray' objects}
      165    0.000    0.000    0.012    0.000 generic.py:11443(_min_count_stat_function)
      660    0.000    0.000    0.001    0.000 nanops.py:86(<genexpr>)
      660    0.000    0.000    0.001    0.000 generic.py:564(_get_axis)
      796    0.000    0.000    0.002    0.000 abc.py:117(__instancecheck__)
     1485    0.000    0.000    0.002    0.000 base.py:56(<genexpr>)
      330    0.000    0.000    0.001    0.000 edfreader.py:377(getBirthdate)
      330    0.000    0.000    0.009    0.000 edfreader.py:79(__exit__)
      660    0.000    0.000    0.001    0.000 common.py:736(is_signed_integer_dtype)
      165    0.000    0.000    0.001    0.000 common.py:192(all_none)
      165    0.000    0.000    0.001    0.000 blocks.py:2161(new_block_2d)
      165    0.000    0.000    0.001    0.000 base.py:742(__iter__)
      165    0.000    0.000    0.002    0.000 base.py:2752(_is_all_dates)
     1580    0.000    0.000    0.002    0.000 re.py:270(escape)
      165    0.000    0.000    0.010    0.000 managers.py:379(setitem)
      165    0.000    0.000    0.001    0.000 data_loader.py:308(update_tensor_list)
      660    0.000    0.000    0.001    0.000 edfreader.py:312(getSex)
      165    0.000    0.000    0.037    0.000 construction.py:739(_get_axes)
      330    0.000    0.000    0.000    0.000 cast.py:527(maybe_promote)
      330    0.000    0.000    0.000    0.000 base.py:413(_engine_type)
      165    0.000    0.000    0.005    0.000 indexing.py:2522(check_bool_indexer)
      495    0.000    0.000    0.000    0.000 managers.py:233(is_single_block)
      495    0.000    0.000    0.001    0.000 managers.py:228(set_axis)
     1320    0.000    0.000    0.000    0.000 generic.py:550(_get_axis_number)
       98    0.000    0.000    0.001    0.000 missing.py:564(_array_equivalent_object)
      165    0.000    0.000    0.001    0.000 edfreader.py:92(readAnnotations)
      165    0.000    0.000    0.001    0.000 construction.py:488(<listcomp>)
     2889    0.000    0.000    0.000    0.000 util.py:138(is_joined_str)
     4152    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
      330    0.000    0.000    0.001    0.000 std.py:105(release)
      143    0.000    0.000    0.000    0.000 mark_tokens.py:290(handle_str)
     1321    0.000    0.000    0.000    0.000 {built-in method _bisect.bisect_right}
      660    0.000    0.000    0.001    0.000 arraysetops.py:125(_unpack_tuple)
      495    0.000    0.000    0.001    0.000 _validators.py:226(validate_bool_kwarg)
      232    0.000    0.000    0.007    0.000 base.py:6285(_should_compare)
      397    0.000    0.000    0.005    0.000 base.py:2745(inferred_type)
      330    0.000    0.000    0.002    0.000 common.py:463(is_interval_dtype)
        1    0.000    0.000    0.001    0.001 style.py:60(__new__)
  192/152    0.000    0.000    0.001    0.000 lexer.py:496(_process_new_state)
     1321    0.000    0.000    0.001    0.000 asttokens.py:111(get_token_from_offset)
      232    0.000    0.000    0.001    0.000 base.py:6205(_maybe_promote)
     1155    0.000    0.000    0.001    0.000 series.py:596(dtype)
     1155    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_scalar}
      330    0.000    0.000    0.000    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
     2755    0.000    0.000    0.000    0.000 util.py:45(match_token)
     2903    0.000    0.000    0.000    0.000 base.py:6569(_maybe_cast_indexer)
      330    0.000    0.000    0.002    0.000 managers.py:1864(_consolidate_inplace)
      330    0.000    0.000    0.001    0.000 blocks.py:2186(check_ndim)
      330    0.000    0.000    0.000    0.000 missing.py:910(clean_reindex_fill_method)
      165    0.000    0.000    0.006    0.000 nanops.py:496(nanany)
        1    0.000    0.000    0.000    0.000 terminal256.py:152(_build_color_table)
      101    0.000    0.000    0.006    0.000 glob.py:134(_listdir)
      464    0.000    0.000    0.000    0.000 {method 'readline' of '_io.StringIO' objects}
      165    0.000    0.000    0.000    0.000 highlevel.py:376(<listcomp>)
    300/7    0.000    0.000    0.001    0.000 executing.py:809(finder)
      825    0.000    0.000    0.001    0.000 config.py:638(_translate_key)
     1320    0.000    0.000    0.001    0.000 common.py:1744(<genexpr>)
      165    0.000    0.000    0.005    0.000 cast.py:863(infer_dtype_from_array)
      165    0.000    0.000    0.020    0.000 data_loader.py:45(__init__)
        1    0.000    0.000    0.000    0.000 asttokens.py:62(<listcomp>)
     1717    0.000    0.000    0.000    0.000 multiarray.py:1080(copyto)
      330    0.000    0.000    0.000    0.000 edfreader.py:198(getRecordingAdditional)
      165    0.000    0.000    0.011    0.000 generic.py:11166(any)
        1    0.000    0.000  128.096  128.096 data_loader.py:2(<module>)
      165    0.000    0.000    0.001    0.000 indexing.py:705(_maybe_mask_setitem_value)
      495    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
      165    0.000    0.000    0.002    0.000 series.py:1289(_maybe_update_cacher)
      228    0.000    0.000    0.001    0.000 mark_tokens.py:101(_find_last_in_stmt)
      330    0.000    0.000    0.001    0.000 {method 'remove' of 'set' objects}
     4098    0.000    0.000    0.000    0.000 {method 'span' of 're.Match' objects}
      232    0.000    0.000    0.001    0.000 missing.py:460(array_equivalent)
      165    0.000    0.000    0.006    0.000 nanops.py:403(new_func)
      165    0.000    0.000    0.030    0.000 base.py:6032(get_indexer_for)
      495    0.000    0.000    0.001    0.000 base.py:58(_validate_set_axis)
      615    0.000    0.000    0.000    0.000 mark_tokens.py:131(<genexpr>)
      562    0.000    0.000    0.000    0.000 _dtype.py:330(_name_includes_bit_suffix)
      562    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
       67    0.000    0.000    0.000    0.000 indexing.py:2488(convert_to_index_sliceable)
      660    0.000    0.000    0.001    0.000 common.py:1725(validate_all_hashable)
      330    0.000    0.000    0.004    0.000 _methods.py:55(_any)
  556/455    0.000    0.000    0.009    0.000 glob.py:42(_iglob)
      330    0.000    0.000    0.000    0.000 managers.py:673(consolidate)
      165    0.000    0.000    0.000    0.000 managers.py:2407(_preprocess_slice_or_indexer)
    25/24    0.000    0.000    0.004    0.000 executing.py:501(visit_FunctionDef)
     1176    0.000    0.000    0.000    0.000 asttokens.py:134(next_token)
     1138    0.000    0.000    0.001    0.000 token.py:43(__repr__)
      165    0.000    0.000    0.001    0.000 _weakrefset.py:86(add)
        1    0.000    0.000    0.003    0.003 terminal256.py:224(_setup_styles)
      495    0.000    0.000    0.000    0.000 utils.py:83(wrapper_setattr)
       34    0.000    0.000    0.000    0.000 executing.py:492(add_qualname)
       11    0.000    0.000    0.000    0.000 linecache.py:52(checkcache)
      359    0.000    0.000    0.000    0.000 asttokens.py:156(find_token)
      165    0.000    0.000    0.000    0.000 managers.py:1917(from_blocks)
      165    0.000    0.000    0.004    0.000 common.py:268(index_labels_to_array)
     1188    0.000    0.000    0.000    0.000 dis.py:419(_unpack_opargs)
        1    0.000    0.000  128.272  128.272 interactiveshell.py:2819(safe_execfile)
      330    0.000    0.000    0.000    0.000 nanops.py:350(_na_ok_dtype)
      330    0.000    0.000    0.000    0.000 edfreader.py:236(getPatientCode)
      134    0.000    0.000    0.002    0.000 base.py:3975(_get_indexer)
      165    0.000    0.000    0.005    0.000 putmask.py:126(setitem_datetimelike_compat)
      165    0.000    0.000    0.001    0.000 generic.py:4137(_check_setitem_copy)
      495    0.000    0.000    0.000    0.000 nanops.py:79(check)
      165    0.000    0.000    0.000    0.000 _monitor.py:94(report)
        5    0.000    0.000    0.001    0.000 executing.py:385(statements_at_line)
      330    0.000    0.000    0.000    0.000 edfreader.py:217(getPatientName)
      165    0.000    0.000    0.000    0.000 generic.py:558(_get_axis_name)
      990    0.000    0.000    0.000    0.000 inference.py:292(<genexpr>)
      165    0.000    0.000    0.014    0.000 generic.py:7765(isna)
      165    0.000    0.000    0.000    0.000 indexing.py:770(_ensure_listlike_indexer)
      165    0.000    0.000    0.000    0.000 indexing.py:278(loc)
      165    0.000    0.000    0.002    0.000 missing.py:309(_isna_string_dtype)
      165    0.000    0.000    0.000    0.000 managers.py:513(is_view)
      464    0.000    0.000    0.005    0.000 base.py:2421(is_boolean)
       14    0.000    0.000    0.001    0.000 {built-in method builtins.__build_class__}
     1902    0.000    0.000    0.000    0.000 inspect.py:261(iscode)
      594    0.000    0.000    0.002    0.000 executing.py:139(get_instructions)
        1    0.000    0.000    0.064    0.064 asttokens.py:45(__init__)
      232    0.000    0.000    0.000    0.000 common.py:1204(is_numeric_dtype)
      165    0.000    0.000    0.001    0.000 construction.py:405(_check_values_indices_shape_match)
       67    0.000    0.000    0.001    0.000 base.py:821(_view)
     3370    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
      165    0.000    0.000    0.001    0.000 common.py:303(maybe_iterable_to_list)
        8    0.000    0.000    0.000    0.000 executing.py:476(code_qualname)
       29    0.000    0.000    0.000    0.000 mark_tokens.py:330(visit_keyword)
        5    0.000    0.000    0.000    0.000 executing.py:399(<setcomp>)
      330    0.000    0.000    0.000    0.000 utils.py:118(disable_on_exception)
      330    0.000    0.000    0.000    0.000 base.py:494(find)
      165    0.000    0.000    0.001    0.000 _weakrefset.py:27(__exit__)
      165    0.000    0.000    0.000    0.000 {pandas._libs.internals.get_blkno_placements}
      165    0.000    0.000    0.002    0.000 missing.py:268(_isna_array)
      165    0.000    0.000    0.000    0.000 _weakrefset.py:53(_commit_removals)
      330    0.000    0.000    0.001    0.000 generic.py:445(_validate_dtype)
      165    0.000    0.000    0.000    0.000 utils.py:127(check_setitem_lengths)
        1    0.000    0.000    0.000    0.000 line_numbers.py:30(<listcomp>)
     1980    0.000    0.000    0.000    0.000 base.py:324(ndim)
      330    0.000    0.000    0.000    0.000 construction.py:231(mgr_to_mgr)
      330    0.000    0.000    0.000    0.000 edfreader.py:274(getEquipment)
      165    0.000    0.000    0.001    0.000 generic.py:3748(_maybe_update_cacher)
      165    0.000    0.000    0.002    0.000 blocks.py:200(fill_value)
      464    0.000    0.000    0.000    0.000 regexopt.py:63(<listcomp>)
      165    0.000    0.000    0.012    0.000 generic.py:11777(sum)
      330    0.000    0.000    0.000    0.000 edfreader.py:255(getPatientAdditional)
      727    0.000    0.000    0.001    0.000 base.py:2783(_is_multi)
      330    0.000    0.000    0.021    0.000 base.py:6576(_maybe_cast_listlike_indexer)
     1366    0.000    0.000    0.000    0.000 util.py:130(is_stmt)
      165    0.000    0.000    0.002    0.000 std.py:570(<setcomp>)
      330    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
      165    0.000    0.000    0.002    0.000 {method 'sum' of 'numpy.ndarray' objects}
      101    0.000    0.000    0.007    0.000 glob.py:82(_glob1)
      165    0.000    0.000    0.001    0.000 _methods.py:39(_amax)
      165    0.000    0.000    0.000    0.000 utils.py:87(__init__)
        8    0.000    0.000    0.000    0.000 core.py:738(scope)
       32    0.000    0.000    0.000    0.000 core.py:231(__init__)
      165    0.000    0.000    0.012    0.000 generic.py:11492(sum)
     1960    0.000    0.000    0.000    0.000 utils.py:159(<genexpr>)
      660    0.000    0.000    0.000    0.000 base.py:574(_ensure_array)
      984    0.000    0.000    0.010    0.000 lexer.py:249(streamer)
      330    0.000    0.000    0.001    0.000 nanops.py:217(_maybe_get_mask)
      330    0.000    0.000    0.000    0.000 edfreader.py:293(getAdmincode)
      165    0.000    0.000    0.001    0.000 generic.py:4315(_is_view)
      165    0.000    0.000    0.000    0.000 blocks.py:206(_standardize_fill_value)
      330    0.000    0.000    0.000    0.000 base.py:46(__len__)
      165    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
      397    0.000    0.000    0.001    0.000 inference.py:188(is_array_like)
      330    0.000    0.000    0.000    0.000 arraysetops.py:630(<genexpr>)
      165    0.000    0.000    0.000    0.000 std.py:1144(__del__)
      655    0.000    0.000    0.000    0.000 glob.py:85(<genexpr>)
       98    0.000    0.000    0.000    0.000 {pandas._libs.lib.array_equivalent_object}
      165    0.000    0.000    0.012    0.000 generic.py:11598(any)
      330    0.000    0.000    0.002    0.000 std.py:109(__enter__)
      158    0.000    0.000    0.000    0.000 terminal256.py:47(color_string)
      158    0.000    0.000    0.000    0.000 style.py:126(style_for_token)
      330    0.000    0.000    0.000    0.000 std.py:1150(_comparable)
        1    0.000    0.000    0.169    0.169 ultratb.py:1292(structured_traceback)
      165    0.000    0.000    0.000    0.000 base.py:931(__array__)
      825    0.000    0.000    0.000    0.000 base.py:986(dtype)
      165    0.000    0.000    0.000    0.000 nanops.py:1453(_maybe_null_out)
      165    0.000    0.000    0.001    0.000 {method 'max' of 'numpy.ndarray' objects}
      440    0.000    0.000    0.016    0.000 lexer.py:484(_process_regex)
      165    0.000    0.000    0.017    0.000 data_loader.py:72(__init__)
      196    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.128    0.128 ultratb.py:996(get_records)
      495    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_bool}
      165    0.000    0.000    0.014    0.000 series.py:5707(isna)
      330    0.000    0.000    0.000    0.000 std.py:1154(__hash__)
       14    0.000    0.000    0.000    0.000 dis.py:430(findlabels)
        3    0.000    0.000    0.000    0.000 {built-in method io.open}
      794    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_platform_int}
      300    0.000    0.000    0.000    0.000 executing.py:799(matches)
      278    0.000    0.000    0.001    0.000 core.py:101(_clean_pieces)
      159    0.000    0.000    0.000    0.000 style.py:162(__iter__)
      232    0.000    0.000    0.001    0.000 base.py:6303(_is_comparable_dtype)
      232    0.000    0.000    0.001    0.000 base.py:7456(unpack_nested_dtype)
      165    0.000    0.000    0.000    0.000 blocks.py:2250(extend_blocks)
      165    0.000    0.000    0.000    0.000 range.py:353(dtype)
      165    0.000    0.000    0.000    0.000 std.py:1262(close)
      165    0.000    0.000    0.000    0.000 highlevel.py:384(<listcomp>)
      655    0.000    0.000    0.000    0.000 glob.py:159(_ishidden)
       67    0.000    0.000    0.001    0.000 base.py:3033(drop_duplicates)
      165    0.000    0.000    0.000    0.000 managers.py:275(arrays)
      157    0.000    0.000    0.001    0.000 mark_tokens.py:213(handle_following_brackets)
      495    0.000    0.000    0.000    0.000 blocks.py:500(dtype)
      681    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
      609    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
      350    0.000    0.000    0.000    0.000 {built-in method builtins.id}
      330    0.000    0.000    0.001    0.000 std.py:112(__exit__)
      660    0.000    0.000    0.000    0.000 base.py:241(disallow_kwargs)
      331    0.000    0.000    0.000    0.000 edfreader.py:76(__del__)
      495    0.000    0.000    0.000    0.000 base.py:6193(_index_as_unique)
      330    0.000    0.000    0.000    0.000 common.py:196(<genexpr>)
      165    0.000    0.000    0.000    0.000 _weakrefset.py:21(__enter__)
      165    0.000    0.000    0.000    0.000 indexing.py:2612(is_nested_tuple)
      761    0.000    0.000    0.000    0.000 core.py:116(is_blank)
      717    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
      165    0.000    0.000    0.000    0.000 utils.py:56(__eq__)
      660    0.000    0.000    0.000    0.000 arraysetops.py:133(_unique_dispatcher)
      165    0.000    0.000    0.000    0.000 indexing.py:2574(convert_missing_indexer)
      178    0.000    0.000    0.000    0.000 ast.py:419(visit_Constant)
      330    0.000    0.000    0.000    0.000 edfreader.py:73(__enter__)
      165    0.000    0.000    0.000    0.000 edfreader.py:335(getFileDuration)
      330    0.000    0.000    0.000    0.000 missing.py:107(clean_fill_method)
      165    0.000    0.000    0.001    0.000 _weakrefset.py:111(remove)
      165    0.000    0.000    0.011    0.000 missing.py:108(isna)
      2/1    0.000    0.000  128.272  128.272 {built-in method builtins.exec}
      165    0.000    0.000    0.005    0.000 cast.py:739(infer_dtype_from)
      330    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
      495    0.000    0.000    0.000    0.000 managers.py:997(__init__)
      165    0.000    0.000    0.000    0.000 common.py:393(is_timedelta64_dtype)
      165    0.000    0.000    0.000    0.000 series.py:846(__array__)
     2162    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
      158    0.000    0.000    0.000    0.000 token.py:15(split)
      330    0.000    0.000    0.001    0.000 series.py:764(__len__)
      165    0.000    0.000    0.000    0.000 utils.py:66(is_list_like_indexer)
        8    0.000    0.000    0.040    0.005 ultratb.py:773(format_record)
      165    0.000    0.000    0.000    0.000 blocks.py:1903(is_view)
      165    0.000    0.000    0.000    0.000 _weakrefset.py:17(__init__)
        8    0.000    0.000    0.032    0.004 ultratb.py:138(_format_traceback_lines)
      330    0.000    0.000    0.000    0.000 generic.py:664(ndim)
        1    0.000    0.000  128.101  128.101 py3compat.py:51(execfile)
      330    0.000    0.000    0.000    0.000 function.py:56(__call__)
        3    0.000    0.000    0.000    0.000 argparse.py:1310(__init__)
        7    0.000    0.000    0.020    0.003 executing.py:700(matching_nodes)
       80    0.000    0.000    0.000    0.000 utils.py:111(group_by_key_func)
      330    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
      165    0.000    0.000    0.000    0.000 cast.py:1931(np_can_hold_element)
       10    0.000    0.000    0.000    0.000 inspect.py:809(findsource)
      165    0.000    0.000    0.002    0.000 _methods.py:47(_sum)
      316    0.000    0.000    0.000    0.000 terminal256.py:42(escape)
      165    0.000    0.000    0.000    0.000 common.py:537(is_string_or_object_np_dtype)
      285    0.000    0.000    0.000    0.000 asttokens.py:145(prev_token)
      736    0.000    0.000    0.000    0.000 regexopt.py:72(<genexpr>)
      165    0.000    0.000    0.000    0.000 frame.py:600(_constructor)
      238    0.000    0.000    0.000    0.000 utils.py:27(line_range)
      630    0.000    0.000    0.000    0.000 executing.py:800(<genexpr>)
       10    0.000    0.000    0.001    0.000 executing.py:675(<listcomp>)
        4    0.000    0.000    0.021    0.005 executing.py:558(__init__)
        1    0.000    0.000    0.000    0.000 core.py:429(<dictcomp>)
        1    0.000    0.000    0.009    0.009 glob.py:11(glob)
      165    0.000    0.000    0.000    0.000 indexing.py:139(iloc)
       20    0.000    0.000    0.001    0.000 inspect.py:693(getsourcefile)
     1654    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
      5/4    0.000    0.000    0.106    0.026 executing.py:319(find)
      330    0.000    0.000    0.000    0.000 fromnumeric.py:3265(_round_dispatcher)
        1    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
      165    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        8    0.000    0.000    0.000    0.000 argparse.py:161(__init__)
      207    0.000    0.000    0.002    0.000 terminal256.py:205(_color_index)
      343    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
      165    0.000    0.000    0.000    0.000 std.py:648(get_lock)
       48    0.000    0.000    0.000    0.000 os.py:674(__getitem__)
        8    0.000    0.000    0.001    0.000 argparse.py:1392(add_argument)
     1058    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        4    0.000    0.000    0.000    0.000 lexer.py:583(get_tokendefs)
      158    0.000    0.000    0.000    0.000 terminal256.py:87(reset_string)
        8    0.000    0.000    0.000    0.000 ultratb.py:226(_format_filename)
      701    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        9    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.169    0.169 interactiveshell.py:2062(showtraceback)
      440    0.000    0.000    0.000    0.000 lexer.py:490(_process_token)
      101    0.000    0.000    0.000    0.000 contextlib.py:321(__exit__)
      735    0.000    0.000    0.000    0.000 mark_tokens.py:149(visit_default)
      137    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
      165    0.000    0.000    0.000    0.000 cast.py:1422(sanitize_to_nanoseconds)
      130    0.000    0.000    0.001    0.000 mark_tokens.py:225(visit_call)
      165    0.000    0.000    0.000    0.000 managers.py:287(<listcomp>)
        1    0.000    0.000    0.168    0.168 ultratb.py:929(format_exception_as_a_whole)
        1    0.000    0.000    0.001    0.001 argparse.py:1693(__init__)
        9    0.000    0.000    0.000    0.000 getipython.py:17(get_ipython)
       10    0.000    0.000    0.000    0.000 shutil.py:1349(get_terminal_size)
      330    0.000    0.000    0.000    0.000 nanops.py:195(_get_fill_value)
      615    0.000    0.000    0.000    0.000 token.py:135(ISEOF)
        8    0.000    0.000    0.018    0.002 lexer.py:632(__call__)
      110    0.000    0.000    0.000    0.000 dis.py:449(findlinestarts)
        4    0.000    0.000    0.032    0.008 utils.py:151(_pygmented_with_ranges)
      271    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      999    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
      330    0.000    0.000    0.000    0.000 managers.py:238(items)
      713    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
       67    0.000    0.000    0.000    0.000 frame.py:874(shape)
      165    0.000    0.000    0.000    0.000 managers.py:330(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ultratb.py:883(prepare_header)
        1    0.000    0.000    0.000    0.000 tokenize.py:388(open)
        8    0.000    0.000    0.007    0.001 core.py:683(lines)
        1    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
      165    0.000    0.000    0.000    0.000 nanops.py:1492(check_below_min_count)
        5    0.000    0.000    0.084    0.017 executing.py:247(for_frame)
        6    0.000    0.000    0.000    0.000 gettext.py:211(_expand_lang)
        2    0.000    0.000    0.000    0.000 pathlib.py:682(_parse_args)
       20    0.000    0.000    0.000    0.000 inspect.py:655(getfile)
      728    0.000    0.000    0.000    0.000 executing.py:129(assert_)
      350    0.000    0.000    0.000    0.000 dis.py:295(_get_name_info)
       10    0.000    0.000    0.107    0.011 core.py:515(__init__)
        3    0.000    0.000    0.000    0.000 gettext.py:542(find)
      165    0.000    0.000    0.000    0.000 series.py:546(_constructor)
       38    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
       32    0.000    0.000    0.032    0.001 core.py:344(render)
      165    0.000    0.000    0.000    0.000 base.py:728(_constructor)
        1    0.000    0.000    0.000    0.000 core.py:424(NewStyle)
       22    0.000    0.000    0.002    0.000 executing.py:155(only)
        1    0.000    0.000    0.000    0.000 pathlib.py:1079(__new__)
    50/20    0.000    0.000    0.040    0.002 utils.py:141(cached_property_wrapper)
      194    0.000    0.000    0.000    0.000 util.py:50(expect_token)
      149    0.000    0.000    0.000    0.000 style.py:66(colorformat)
       10    0.000    0.000    0.000    0.000 {built-in method posix.get_terminal_size}
      165    0.000    0.000    0.000    0.000 arraysetops.py:368(_intersect1d_dispatcher)
      165    0.000    0.000    0.000    0.000 generic.py:4122(_check_is_chained_assignment_possible)
        1    0.000    0.000    0.000    0.000 argparse.py:1870(_parse_known_args)
       14    0.000    0.000    0.000    0.000 dis.py:261(get_instructions)
       27    0.000    0.000    0.000    0.000 executing.py:1044(statement_containing_node)
        2    0.000    0.000    0.000    0.000 pathlib.py:64(parse_parts)
       32    0.000    0.000    0.016    0.000 lexer.py:474(get)
       11    0.000    0.000    0.109    0.010 utils.py:76(collapse_repeated)
        1    0.000    0.000    0.001    0.001 core.py:103(<listcomp>)
      101    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
        1    0.000    0.000    0.000    0.000 executing.py:209(<listcomp>)
      101    0.000    0.000    0.000    0.000 {method '__exit__' of 'posix.ScandirIterator' objects}
      165    0.000    0.000    0.000    0.000 function_base.py:5168(_delete_dispatcher)
      158    0.000    0.000    0.000    0.000 terminal256.py:35(__init__)
        4    0.000    0.000    0.018    0.004 lexer.py:575(process_tokendef)
     30/3    0.000    0.000    0.000    0.000 ast.py:200(_fix)
       11    0.000    0.000    0.109    0.010 core.py:530(stack_data)
      165    0.000    0.000    0.000    0.000 arraysetops.py:935(_setdiff1d_dispatcher)
      133    0.000    0.000    0.000    0.000 asttokens.py:194(<genexpr>)
        1    0.000    0.000    0.168    0.168 ultratb.py:1194(structured_traceback)
       32    0.000    0.000    0.001    0.000 genericpath.py:16(exists)
        8    0.000    0.000    0.001    0.000 core.py:589(filename)
      169    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       48    0.000    0.000    0.000    0.000 os.py:754(encode)
      165    0.000    0.000    0.000    0.000 managers.py:1882(ndim)
        1    0.000    0.000    0.000    0.000 {built-in method posix.open}
        3    0.000    0.000    0.000    0.000 gettext.py:583(translation)
        5    0.000    0.000    0.001    0.000 textwrap.py:414(dedent)
        4    0.000    0.000    0.032    0.008 core.py:755(_pygmented_scope_lines)
      165    0.000    0.000    0.000    0.000 multiarray.py:153(concatenate)
       42    0.000    0.000    0.000    0.000 lexer.py:369(callback)
        8    0.000    0.000    0.000    0.000 lexer.py:131(__init__)
      165    0.000    0.000    0.000    0.000 arraysetops.py:519(_in1d_dispatcher)
        3    0.000    0.000    0.000    0.000 locale.py:352(_replace_encoding)
       10    0.000    0.000    0.000    0.000 inspect.py:727(getmodule)
        1    0.000    0.000    0.000    0.000 pathlib.py:327(resolve)
        8    0.000    0.000    0.000    0.000 posixpath.py:228(expanduser)
      165    0.000    0.000    0.000    0.000 base.py:1734(name)
      134    0.000    0.000    0.001    0.000 mark_tokens.py:281(visit_str)
        6    0.000    0.000    0.000    0.000 locale.py:386(normalize)
      489    0.000    0.000    0.000    0.000 {method 'start' of 're.Match' objects}
       20    0.000    0.000    0.000    0.000 package_importer.py:684(_patched_getfile)
        2    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
      165    0.000    0.000    0.000    0.000 threading.py:536(is_set)
      165    0.000    0.000    0.000    0.000 highlevel.py:562(<listcomp>)
        1    0.000    0.000    0.082    0.082 executing.py:273(_for_filename_and_lines)
      372    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      165    0.000    0.000    0.000    0.000 numeric.py:181(_validate_dtype)
      101    0.000    0.000    0.000    0.000 contextlib.py:317(__init__)
        1    0.000    0.000    0.000    0.000 core.py:168(__init__)
      157    0.000    0.000    0.000    0.000 {built-in method builtins.next}
       32    0.000    0.000    0.016    0.000 regexopt.py:82(regex_opt)
        1    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
        8    0.000    0.000    0.000    0.000 argparse.py:575(_metavar_formatter)
        8    0.000    0.000    0.000    0.000 argparse.py:1533(_get_optional_kwargs)
        1    0.000    0.000    0.001    0.001 core.py:83(pieces)
        1    0.000    0.000    0.003    0.003 terminal256.py:135(__init__)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:2014(_get_exc_info)
       34    0.000    0.000    0.000    0.000 mark_tokens.py:197(handle_def)
        4    0.000    0.000    0.000    0.000 executing.py:626(<setcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:68(get_style_by_name)
        4    0.000    0.000    0.016    0.004 executing.py:682(get_original_clean_instructions)
