         4152454 function calls (4091041 primitive calls) in 5.373 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 index_tricks.py:262(OGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:435(RClass)
        1    0.000    0.000    0.000    0.000 core.py:822(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:840(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 _factories.py:19(_TzFactory)
        1    0.000    0.000    0.000    0.000 indexing.py:2445(_iAtIndexer)
        2    0.000    0.000    0.000    0.000 expr.py:169(_is_type)
        1    0.000    0.000    0.000    0.000 pytables.py:329(JointFilterBinOp)
        1    0.000    0.000    0.000    0.000 edfwriter.py:154(WrongInputSize)
        1    0.000    0.000    0.000    0.000 gradcheck.py:18(GradcheckError)
        1    0.000    0.000    0.000    0.000 profiler.py:715(EnforceUnique)
        1    0.000    0.000    0.000    0.000 profiler_util.py:371(Interval)
        1    0.000    0.000    0.000    0.000 profiler_util.py:620(MemRecordsAcc)
        1    0.000    0.000    0.000    0.000 importer.py:16(ObjNotFoundError)
        1    0.000    0.000    0.000    0.000 activation.py:1269(Tanhshrink)
        1    0.000    0.000    0.000    0.000 activation.py:1396(Softmax2d)
        1    0.000    0.000    0.000    0.000 pooling.py:1187(AdaptiveAvgPool3d)
        1    0.000    0.000    0.000    0.000 dropout.py:195(AlphaDropout)
        1    0.000    0.000    0.000    0.000 context.py:293(ForkContext)
        1    0.000    0.000    0.000    0.000 context.py:301(ForkServerContext)
        1    0.000    0.000    0.000    0.000 util.py:48(debug)
        1    0.000    0.000    0.000    0.000 _script.py:265(ScriptMeta)
        1    0.000    0.000    0.000    0.000 _script.py:353(ConstMap)
        1    0.000    0.000    0.000    0.000 constraints.py:481(_Symmetric)
        1    0.000    0.000    0.000    0.000 _pyio.py:442(_checkSeekable)
        1    0.000    0.000    0.000    0.000 _pyio.py:2045(_check_newline)
        1    0.000    0.000    0.000    0.000 dataframes.py:43(DataFrameTracedOps)
        1    0.000    0.000    0.000    0.000 datapipes.py:30(PerRowDataFramesPipe)
        1    0.000    0.000    0.000    0.000 decoder.py:236(MatHandler)
        1    0.000    0.000    0.000    0.000 iter.py:23(NotAvailable)
        1    0.000    0.000    0.000    0.000 messages.py:1(DataLoaderQueueMessage)
        1    0.000    0.000    0.000    0.000 messages.py:33(LenResponse)
        1    0.000    0.000    0.000    0.000 nodes.py:25(ScalarNode)
        1    0.000    0.000    0.000    0.000 nodes.py:44(SequenceNode)
        1    0.000    0.000    0.000    0.000 cyaml.py:68(CSafeDumper)
        1    0.000    0.000    0.000    0.000 <decorator-gen-1>:1(<module>)
        1    0.000    0.000    0.000    0.000 linsolve.py:25(MatrixRankWarning)
        1    0.000    0.000    0.000    0.000 arpack.py:598(_UnsymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 _optimize.py:553(_MaxFuncCallError)
        1    0.000    0.000    0.000    0.000 <decorator-gen-9>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-10>:1(<module>)
        1    0.000    0.000    0.000    0.000 triangulation.py:612(VertexCache)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:1196(_NQuad)
        1    0.000    0.000    0.000    0.000 _ode.py:760(IntegratorConcurrencyError)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1769(LSQSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1954(RectSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1206(stream)
        1    0.000    0.000    0.000    0.000 polynomial.py:701(_polyval_dispatcher)
        1    0.000    0.000    0.000    0.000 extras.py:1637(mr_class)
        1    0.000    0.000    0.000    0.000 _version.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _factories.py:55(_TzStrFactory)
        1    0.000    0.000    0.000    0.000 config.py:104(OptionError)
        1    0.000    0.000    0.000    0.000 necompiler.py:250(Immediate)
        1    0.000    0.000    0.000    0.000 __init__.py:14(is_available)
        1    0.000    0.000    0.000    0.000 function.py:256(BackwardCFunction)
        1    0.000    0.000    0.000    0.000 pickletools.py:1093(OpcodeInfo)
        1    0.000    0.000    0.000    0.000 activation.py:336(Tanh)
        1    0.000    0.000    0.000    0.000 dropout.py:153(Dropout3d)
        1    0.000    0.000    0.000    0.000 dropout.py:237(FeatureAlphaDropout)
        1    0.000    0.000    0.000    0.000 context.py:297(SpawnContext)
        1    0.000    0.000    0.000    0.000 process.py:343(AuthenticationString)
        1    0.000    0.000    0.000    0.000 logger.py:116(__init__)
        1    0.000    0.000    0.000    0.000 dataframes.py:178(CaptureA)
        1    0.000    0.000    0.000    0.000 dataframes.py:324(CaptureSub)
        1    0.000    0.000    0.000    0.000 map.py:22(NotAvailable)
        1    0.000    0.000    0.000    0.000 fused.py:122(LinearBn1d)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:247(RandomDisplacement)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:366(ObjectiveFunWrapper)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1299(exec_module)
        1    0.000    0.000    0.000    0.000 exceptions.py:74(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:70(_128Bit)
        1    0.000    0.000    0.000    0.000 _shgo.py:1532(LMap)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3726(ortho_group_frozen)
        1    0.000    0.000    0.000    0.000 __init__.py:1276(disable)
        1    0.000    0.000    0.000    0.000 tarfile.py:273(ExtractError)
        1    0.000    0.000    0.000    0.000 multiarray.py:85(empty_like)
        1    0.000    0.000    0.000    0.000 multiarray.py:741(dot)
        1    0.000    0.000    0.000    0.000 _internal.py:244(c_void_p)
        1    0.000    0.000    0.000    0.000 linalg.py:67(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:2187(_lstsq_dispatcher)
        1    0.000    0.000    0.000    0.000 core.py:148(MAError)
        1    0.000    0.000    0.000    0.000 core.py:877(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 core.py:893(_MaskedUFunc)
        1    0.000    0.000    0.000    0.000 extras.py:263(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 exceptions.py:15(UnknownTimeZoneError)
        1    0.000    0.000    0.000    0.000 _common.py:164(ZoneInfoNotFoundError)
        1    0.000    0.000    0.000    0.000 tz.py:1156(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 __init__.py:22(NullFrequencyError)
        1    0.000    0.000    0.000    0.000 dtypes.py:114(CategoricalDtypeType)
        1    0.000    0.000    0.000    0.000 expressions.py:472(VariableNode)
        1    0.000    0.000    0.000    0.000 expressions.py:516(OpNode)
        1    0.000    0.000    0.000    0.000 string_.py:211(BaseStringArray)
        1    0.000    0.000    0.000    0.000 accessors.py:412(PeriodProperties)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:96(_LoadSparseFrame)
        1    0.000    0.000    0.000    0.000 pytables.py:389(UnaryOp)
        1    0.000    0.000    0.000    0.000 serialization.py:52(SourceChangeWarning)
        1    0.000    0.000    0.000    0.000 serialization.py:257(_open_buffer_reader)
        1    0.000    0.000    0.000    0.000 api.py:466(RRef)
        1    0.000    0.000    0.000    0.000 forward_ad.py:108(UnpackedDualTensor)
        1    0.000    0.000    0.000    0.000 batchnorm.py:341(BatchNorm2d)
        1    0.000    0.000    0.000    0.000 batchnorm.py:519(LazyBatchNorm3d)
        1    0.000    0.000    0.000    0.000 context.py:14(ProcessError)
        1    0.000    0.000    0.000    0.000 reduction.py:211(_C)
        1    0.000    0.000    0.000    0.000 connection.py:787(XmlListener)
        1    0.000    0.000    0.000    0.000 errors.py:21(OnnxExporterWarning)
        1    0.000    0.000    0.000    0.000 _script.py:324(_CachedForward)
        1    0.000    0.000    0.000    0.000 frontend.py:132(FrontendTypeError)
        1    0.000    0.000    0.000    0.000 _monkeytype_config.py:157(JitTypeTraceStore)
        1    0.000    0.000    0.000    0.000 constraints.py:398(_Simplex)
        1    0.000    0.000    0.000    0.000 constraints.py:493(_PositiveSemidefinite)
        1    0.000    0.000    0.000    0.000 constraints.py:504(_PositiveDefinite)
        1    0.000    0.000    0.000    0.000 utils.py:115(_lazy_property_and_property)
        1    0.000    0.000    0.000    0.000 datapipe.py:349(_IterDataPipeSerializationWrapper)
        1    0.000    0.000    0.000    0.000 datapipe.py:354(_MapDataPipeSerializationWrapper)
        1    0.000    0.000    0.000    0.000 _dill.py:855(_itemgetter_helper)
        1    0.000    0.000    0.000    0.000 _dill.py:862(_attrgetter_helper)
        1    0.000    0.000    0.000    0.000 _shims.py:99(_CallableReduce)
        1    0.000    0.000    0.000    0.000 dataframes.py:39(CaptureControl)
        1    0.000    0.000    0.000    0.000 dataframes.py:231(CaptureVariableAssign)
        1    0.000    0.000    0.000    0.000 dataframes.py:268(CaptureGetItem)
        1    0.000    0.000    0.000    0.000 dataframes.py:298(CaptureAdd)
        1    0.000    0.000    0.000    0.000 dataframes.py:337(CaptureGetAttr)
        1    0.000    0.000    0.000    0.000 datapipes.py:59(ShuffleDataFramesPipe)
        1    0.000    0.000    0.000    0.000 datapipes.py:83(FilterDataFramesPipe)
        1    0.000    0.000    0.000    0.000 iter.py:27(InvalidStateResetRequired)
        1    0.000    0.000    0.000    0.000 messages.py:47(GetItemResponse)
        1    0.000    0.000    0.000    0.000 fused.py:84(ConvBn3d)
        1    0.000    0.000    0.000    0.000 fused.py:93(ConvBnReLU3d)
        1    0.000    0.000    0.000    0.000 fused.py:103(BNReLU2d)
        1    0.000    0.000    0.000    0.000 fused.py:112(BNReLU3d)
        1    0.000    0.000    0.000    0.000 _symbolic_trace.py:851(_PatchedFnDel)
        1    0.000    0.000    0.000    0.000 _python_dispatch.py:92(_TorchDispatchStackMode)
        1    0.000    0.000    0.000    0.000 tokens.py:75(AliasToken)
        1    0.000    0.000    0.000    0.000 tokens.py:96(ScalarToken)
        1    0.000    0.000    0.000    0.000 tokens.py:17(DirectiveToken)
        1    0.000    0.000    0.000    0.000 events.py:36(StreamStartEvent)
        1    0.000    0.000    0.000    0.000 events.py:45(DocumentStartEvent)
        1    0.000    0.000    0.000    0.000 events.py:54(DocumentEndEvent)
        1    0.000    0.000    0.000    0.000 loader.py:21(FullLoader)
        1    0.000    0.000    0.000    0.000 scanner.py:35(SimpleKey)
        1    0.000    0.000    0.000    0.000 parser.py:69(ParserError)
        1    0.000    0.000    0.000    0.000 resolver.py:9(ResolverError)
        1    0.000    0.000    0.000    0.000 dumper.py:27(SafeDumper)
        1    0.000    0.000    0.000    0.000 emitter.py:14(EmitterError)
        1    0.000    0.000    0.000    0.000 emitter.py:17(ScalarAnalysis)
        1    0.000    0.000    0.000    0.000 cyaml.py:23(CSafeLoader)
        1    0.000    0.000    0.000    0.000 cyaml.py:37(CUnsafeLoader)
        1    0.000    0.000    0.000    0.000 cyaml.py:51(CBaseDumper)
        1    0.000    0.000    0.000    0.000 _ccallback.py:9(CData)
        1    0.000    0.000    0.000    0.000 _arrays.py:64(bsr_array)
        1    0.000    0.000    0.000    0.000 _threadsafety.py:9(ReentrancyError)
        1    0.000    0.000    0.000    0.000 decorator.py:46(get_init)
        1    0.000    0.000    0.000    0.000 <decorator-gen-6>:1(<module>)
        1    0.000    0.000    0.000    0.000 _optimize.py:212(OptimizeWarning)
        1    0.000    0.000    0.000    0.000 _optimize.py:1140(_LineSearchError)
        1    0.000    0.000    0.000    0.000 _linesearch.py:23(LineSearchWarning)
        1    0.000    0.000    0.000    0.000 _nonlin.py:917(BroydenSecond)
        1    0.000    0.000    0.000    0.000 _ltisys.py:815(TransferFunctionDiscrete)
        1    0.000    0.000    0.000    0.000 _ltisys.py:1633(StateSpaceContinuous)
        1    0.000    0.000    0.000    0.000 _warnings_errors.py:21(NearConstantInputWarning)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:599(FitSolverError)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5788(gilbrat_gen)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        1    0.000    0.000    0.000    0.000 __init__.py:76(_80Bit)
        1    0.000    0.000    0.000    0.000 __init__.py:79(_64Bit)
        1    0.000    0.000    0.000    0.000 package_importer.py:655(_PathNode)
        1    0.000    0.000    0.000    0.000 ivp.py:24(OdeResult)
        1    0.000    0.000    0.000    0.000 contextlib.py:382(__exit__)
        1    0.000    0.000    0.000    0.000 argparse.py:613(<listcomp>)
        1    0.000    0.000    0.000    0.000 polynomial.py:449(_polyfit_dispatcher)
        1    0.000    0.000    0.000    0.000 _iotools.py:421(ConverterError)
        1    0.000    0.000    0.000    0.000 __init__.py:374(_CountryNameDict)
        1    0.000    0.000    0.000    0.000 exceptions.py:38(InvalidTimeError)
        1    0.000    0.000    0.000    0.000 __init__.py:11(DeprecatedTzFormatWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:177(AccessorRegistrationWarning)
        1    0.000    0.000    0.000    0.000 nanops.py:64(set_use_bottleneck)
        1    0.000    0.000    0.000    0.000 pytables.py:383(JointConditionBinOp)
        1    0.000    0.000    0.000    0.000 variable.py:10(Variable)
        1    0.000    0.000    0.000    0.000 batchnorm.py:446(BatchNorm3d)
        1    0.000    0.000    0.000    0.000 context.py:17(BufferTooShort)
        1    0.000    0.000    0.000    0.000 std.py:61(TqdmMonitorWarning)
        1    0.000    0.000    0.000    0.000 constraints.py:466(_Square)
        1    0.000    0.000    0.000    0.000 _dill.py:311(PickleWarning)
        1    0.000    0.000    0.000    0.000 messages.py:40(GetItemRequest)
        1    0.000    0.000    0.000    0.000 tokens.py:66(ValueToken)
        1    0.000    0.000    0.000    0.000 tokens.py:89(TagToken)
        1    0.000    0.000    0.000    0.000 error.py:45(YAMLError)
        1    0.000    0.000    0.000    0.000 events.py:21(CollectionStartEvent)
        1    0.000    0.000    0.000    0.000 loader.py:55(UnsafeLoader)
        1    0.000    0.000    0.000    0.000 cyaml.py:30(CFullLoader)
        1    0.000    0.000    0.000    0.000 _base.py:18(SparseFormatWarning)
        1    0.000    0.000    0.000    0.000 _arrays.py:68(coo_array)
        1    0.000    0.000    0.000    0.000 _arrays.py:84(dok_array)
        1    0.000    0.000    0.000    0.000 arpack.py:931(LuInv)
        1    0.000    0.000    0.000    0.000 case.py:33(_ShouldStop)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:278(MinimizerWrapper)
        1    0.000    0.000    0.000    0.000 _ltisys.py:1152(ZerosPolesGainDiscrete)
        1    0.000    0.000    0.000    0.000 _warnings_errors.py:33(FitError)
        1    0.000    0.000    0.000    0.000 __init__.py:73(_96Bit)
        1    0.000    0.000    0.000    0.000 __init__.py:82(_32Bit)
        1    0.000    0.000    0.000    0.000 __init__.py:85(_16Bit)
