         4152454 function calls (4091041 primitive calls) in 5.373 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 _slsqp_py.py:1(<module>)
       10    0.000    0.000    0.001    0.000 edfreader.py:354(getStartdatetime)
      272    0.000    0.000    0.000    0.000 _ops.py:445(overloads)
      605    0.000    0.000    0.000    0.000 _inspect.py:13(ismethod)
      602    0.000    0.000    0.000    0.000 base.py:925(__len__)
       67    0.000    0.000    0.000    0.000 os.py:674(__getitem__)
      124    0.000    0.000    0.000    0.000 expr.py:192(<genexpr>)
        1    0.000    0.000    0.204    0.204 _filter_design.py:1(<module>)
      539    0.000    0.000    0.000    0.000 registration.py:76(set_base)
    92/75    0.000    0.000    0.000    0.000 sre_compile.py:485(_get_literal_prefix)
      655    0.000    0.000    0.000    0.000 glob.py:85(<genexpr>)
      356    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:175(_path_isabs)
       52    0.000    0.000    0.000    0.000 core.py:894(__init__)
       30    0.000    0.000    0.001    0.000 managers.py:301(apply)
      193    0.000    0.000    0.001    0.000 _ufunc_config.py:435(__exit__)
      696    0.000    0.000    0.000    0.000 common.py:146(classes)
        4    0.000    0.000    0.000    0.000 subprocess.py:1901(_wait)
      517    0.000    0.000    0.000    0.000 dataclasses.py:404(_field_assign)
    32/16    0.000    0.000    0.001    0.000 copy.py:226(_deepcopy_dict)
        1    0.000    0.000    0.011    0.011 _script.py:1(<module>)
       30    0.000    0.000    0.024    0.001 take.py:120(_take_nd_ndarray)
        1    0.000    0.000    0.004    0.004 _multivariate.py:4(<module>)
        1    0.000    0.000    0.015    0.015 fake_tensor.py:1(<module>)
      169    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
       28    0.000    0.000    0.000    0.000 inspect.py:3065(__str__)
       73    0.000    0.000    0.000    0.000 config.py:116(_get_single_key)
      920    0.000    0.000    0.000    0.000 regexopt.py:72(<genexpr>)
      279    0.000    0.000    0.000    0.000 _distn_infrastructure.py:763(<genexpr>)
        3    0.000    0.000    0.044    0.015 __init__.py:4(<module>)
        1    0.000    0.000    0.007    0.007 synchronize.py:50(__init__)
       11    0.000    0.000    0.025    0.002 managers.py:2182(create_block_manager_from_column_arrays)
       20    0.000    0.000    0.001    0.000 series.py:4773(_reduce)
        5    0.000    0.000    0.009    0.002 std.py:551(__new__)
      258    0.000    0.000    0.000    0.000 common.py:1487(is_ea_or_datetimelike_dtype)
        3    0.000    0.000    0.012    0.004 datetimes.py:1(<module>)
      214    0.000    0.000    0.011    0.000 linecache.py:36(getlines)
      287    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 scimath.py:1(<module>)
      164    0.000    0.000    0.000    0.000 common.py:1246(is_float_dtype)
        1    0.000    0.000    0.000    0.000 return_types.py:1(<module>)
      131    0.000    0.000    0.001    0.000 typing.py:524(__init__)
       16    0.000    0.000    0.001    0.000 _docscrape.py:527(__str__)
      605    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
        4    0.000    0.000    0.000    0.000 contextlib.py:452(callback)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1(<module>)
        7    0.000    0.000    0.004    0.001 executing.py:821(get_actual_current_instruction)
        3    0.000    0.000    0.000    0.000 inspect.py:326(getmembers)
        1    0.000    0.000    0.003    0.003 _mstats_basic.py:1(<module>)
        1    0.000    0.000    0.001    0.001 symbolic_opset11.py:1(<module>)
        4    0.000    0.000    0.058    0.015 __init__.py:3(<module>)
      162    0.000    0.000    0.000    0.000 flags.py:85(allows_duplicate_labels)
       20    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_1d_int64_int64}
       10    0.000    0.000    0.000    0.000 inspect.py:1129(getfullargspec)
      325    0.000    0.000    0.000    0.000 function_base.py:483(_add_docstring)
      115    0.000    0.000    0.000    0.000 linecache.py:52(checkcache)
       34    0.000    0.000    0.000    0.000 enum.py:618(_find_new_)
        1    0.000    0.000    0.001    0.001 pickletools.py:1(<module>)
      374    0.000    0.000    0.008    0.000 traceback.py:285(line)
       79    0.000    0.000    0.010    0.000 sre_compile.py:622(_code)
        3    0.000    0.000    0.000    0.000 subprocess.py:1841(_handle_exitstatus)
      586    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
       11    0.000    0.000    0.001    0.000 generic.py:3908(xs)
       10    0.000    0.000    0.000    0.000 _asarray.py:27(require)
       85    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       71    0.000    0.000    0.000    0.000 blocks.py:2120(get_block_type)
      384    0.000    0.000    0.000    0.000 _pytree.py:96(_get_node_type)
        1    0.000    0.000    0.001    0.001 cast.py:1(<module>)
      435    0.000    0.000    0.000    0.000 dataclasses.py:281(__set_name__)
       73    0.000    0.000    0.000    0.000 config.py:134(_get_option)
       54    0.000    0.000    0.000    0.000 typing.py:249(_flatten_literal_params)
       72    0.000    0.000    0.000    0.000 base.py:588(_dtype_to_subclass)
      158    0.000    0.000    0.000    0.000 token.py:15(split)
       88    0.000    0.000    0.000    0.000 dataclasses.py:532(<listcomp>)
       15    0.000    0.000    0.002    0.000 construction.py:272(ndarray_to_mgr)
       85    0.000    0.000    0.001    0.000 typing.py:880(__getitem__)
      105    0.000    0.000    0.000    0.000 common.py:1278(is_bool_dtype)
       71    0.000    0.000    0.000    0.000 enum.py:582(_find_data_type)
       96    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
       10    0.000    0.000    0.000    0.000 edfreader.py:79(__exit__)
       19    0.000    0.000    0.010    0.001 _distn_infrastructure.py:3180(__init__)
       22    0.000    0.000    0.002    0.000 typing.py:1866(__new__)
      165    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1155(__init__)
      607    0.000    0.000    0.000    0.000 _decorators.py:314(<lambda>)
        1    0.000    0.000    0.811    0.811 ultratb.py:996(get_records)
        3    0.000    0.000    0.000    0.000 missing.py:1(<module>)
       21    0.000    0.000    0.001    0.000 utils.py:121(__call__)
      199    0.000    0.000    0.000    0.000 construction.py:461(ensure_wrapped_if_datetimelike)
      198    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:159(_path_isdir)
      161    0.000    0.000    0.000    0.000 sre_parse.py:433(_uniq)
       88    0.000    0.000    0.002    0.000 _compatibility.py:10(mark_back_compat)
       97    0.000    0.000    0.000    0.000 blocks.py:827(iget)
      171    0.000    0.000    0.001    0.000 series.py:666(values)
       88    0.000    0.000    0.000    0.000 dataclasses.py:543(<listcomp>)
     1302    0.000    0.000    0.000    0.000 _builtins.py:124(_is_special_functional_bound_op)
        1    0.000    0.000    0.001    0.001 expr.py:1(<module>)
        4    0.000    0.000    0.000    0.000 contextlib.py:470(_push_exit_callback)
        1    0.000    0.000    0.001    0.001 multi.py:210(MultiIndex)
       34    0.000    0.000    0.000    0.000 enum.py:164(__prepare__)
      252    0.000    0.000    0.001    0.000 _docscrape.py:78(read_to_next_empty_line)
      751    0.000    0.000    0.000    0.000 typing_extensions.py:157(<listcomp>)
       61    0.000    0.000    0.001    0.000 _meta_registrations.py:28(add_func)
        1    0.000    0.000    0.000    0.000 {function SeedSequence.generate_state at 0x7fde19c744c0}
        1    0.000    0.000    0.008    0.008 std.py:115(create_mp_lock)
        1    0.000    0.000    0.003    0.003 fft.py:1(<module>)
      249    0.000    0.000    0.000    0.000 managers.py:2237(_grouping_func)
      733    0.000    0.000    0.000    0.000 base.py:5090(_values)
       28    0.000    0.000    0.000    0.000 sre_compile.py:437(<listcomp>)
      214    0.000    0.000    0.000    0.000 reader.py:114(get_mark)
      126    0.000    0.000    0.000    0.000 _docscrape.py:429(_str_indent)
        5    0.000    0.000    0.000    0.000 arraysetops.py:373(intersect1d)
      102    0.000    0.000    0.000    0.000 mark_tokens.py:268(_gobble_parens)
     1971    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       56    0.000    0.000    0.000    0.000 sre_parse.py:268(getuntil)
       93    0.000    0.000    0.002    0.000 _docscrape.py:206(_read_sections)
        2    0.000    0.000    0.000    0.000 lazy.py:84(__new__)
       55    0.000    0.000    0.000    0.000 _dtype.py:346(_name_get)
      316    0.000    0.000    0.000    0.000 terminal256.py:42(escape)
      171    0.000    0.000    0.000    0.000 blocks.py:2370(external_values)
    36/27    0.000    0.000    0.030    0.001 _decorators.py:323(wrapper)
      140    0.000    0.000    0.000    0.000 warnings.py:437(__init__)
       48    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
      170    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       82    0.000    0.000    0.000    0.000 sre_parse.py:225(__init__)
       20    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_datetime_array}
      550    0.000    0.000    0.000    0.000 lexer.py:490(_process_token)
       79    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      101    0.000    0.000    0.009    0.000 glob.py:82(_glob1)
       99    0.000    0.000    0.000    0.000 sre_parse.py:85(opengroup)
  508/226    0.000    0.000    0.001    0.000 abc.py:121(__subclasscheck__)
       81    0.000    0.000    0.000    0.000 series.py:661(name)
      287    0.000    0.000    0.000    0.000 __init__.py:22(register_decomposition)
       75    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
      291    0.000    0.000    0.000    0.000 mark_tokens.py:330(visit_keyword)
        1    0.000    0.000    5.383    5.383 interactiveshell.py:2819(safe_execfile)
      314    0.000    0.000    0.000    0.000 utils.py:27(line_range)
       11    0.000    0.000    0.001    0.000 decorator.py:144(make)
      119    0.000    0.000    0.000    0.000 extension.py:35(_inherit_from_data)
      592    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
      405    0.000    0.000    0.000    0.000 {built-in method sys.intern}
      211    0.000    0.000    0.000    0.000 typing.py:946(_value_and_type_iter)
        5    0.000    0.000    0.060    0.012 ultratb.py:138(_format_traceback_lines)
      899    0.000    0.000    0.000    0.000 typing.py:1375(cast)
      139    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
      140    0.000    0.000    0.000    0.000 warnings.py:477(__exit__)
       29    0.000    0.000    0.004    0.000 tokenize.py:295(detect_encoding)
      256    0.000    0.000    0.000    0.000 copy.py:242(_keep_alive)
       19    0.000    0.000    0.002    0.000 _distn_infrastructure.py:3223(_attach_methods)
        5    0.000    0.000    0.009    0.002 highlevel.py:41(tqdm)
      655    0.000    0.000    0.000    0.000 glob.py:159(_ishidden)
       15    0.000    0.000    0.003    0.000 indexing.py:1658(_setitem_with_indexer)
     1149    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
      363    0.000    0.000    0.000    0.000 wrappers.py:202(<genexpr>)
        5    0.000    0.000    0.002    0.000 concat.py:389(__init__)
        1    0.000    0.000    0.000    0.000 stata.py:821(StataMissingValue)
       11    0.000    0.000    0.001    0.000 decorator.py:75(__init__)
        5    0.000    0.000    0.000    0.000 lexer.py:583(get_tokendefs)
       79    0.000    0.000    0.000    0.000 token.py:34(__getattr__)
        5    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
      326    0.000    0.000    0.000    0.000 construction.py:713(_sanitize_str_dtypes)
     1082    0.000    0.000    0.000    0.000 executing.py:1013(opnames_match)
      272    0.000    0.000    0.000    0.000 _ops.py:446(<listcomp>)
       16    0.000    0.000    0.000    0.000 arraypad.py:533(pad)
      650    0.000    0.000    0.000    0.000 scanner.py:264(next_possible_simple_key)
      176    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
        1    0.000    0.000    0.005    0.005 resource_tracker.py:70(ensure_running)
      184    0.000    0.000    0.004    0.000 parser.py:94(check_event)
      210    0.000    0.000    0.000    0.000 common.py:362(apply_if_callable)
     54/1    0.000    0.000    0.004    0.004 composer.py:63(compose_node)
        1    0.000    0.000    0.000    0.000 _ksstats.py:68(<module>)
       38    0.000    0.000    0.001    0.000 getlimits.py:111(_float_to_str)
      201    0.000    0.000    0.000    0.000 sre_compile.py:447(_simple)
        1    0.000    0.000    0.001    0.001 _tensor_docs.py:1(<module>)
       62    0.000    0.000    0.001    0.000 wrappers.py:277(backwards_not_supported)
        1    0.000    0.000    0.001    0.001 take.py:1(<module>)
        5    0.000    0.000    0.026    0.005 generic.py:4512(_drop_axis)
        8    0.000    0.000    0.000    0.000 executing.py:731(<listcomp>)
        1    0.000    0.000    0.129    0.129 _windows.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lobpcg.py:1(<module>)
      269    0.000    0.000    0.000    0.000 common.py:566(require_length_match)
       73    0.000    0.000    0.000    0.000 config.py:597(_get_root)
      774    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
       92    0.000    0.000    0.006    0.000 dataclasses.py:575(_cmp_fn)
        5    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.StringIO' objects}
        1    0.000    0.000    2.783    2.783 main.py:29(__init__)
        5    0.000    0.000    0.001    0.000 base.py:6901(drop)
       73    0.000    0.000    0.001    0.000 config.py:262(__call__)
       68    0.000    0.000    0.000    0.000 pickletools.py:1124(__init__)
        8    0.000    0.000    0.000    0.000 types.py:69(new_class)
      705    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 radau.py:1(<module>)
        2    0.000    0.000    0.001    0.001 function_base.py:1(<module>)
       62    0.000    0.000    0.000    0.000 accessor.py:78(_create_delegator_property)
      186    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
       26    0.000    0.000    0.000    0.000 _sources.py:37(normalize_source_lines)
       48    0.000    0.000    0.000    0.000 common.py:96(is_bool_indexer)
      371    0.000    0.000    0.000    0.000 __init__.py:419(<genexpr>)
       12    0.000    0.000    0.000    0.000 __init__.py:336(__init__)
      171    0.000    0.000    0.000    0.000 blocks.py:196(external_values)
      159    0.000    0.000    0.004    0.000 arraylike.py:40(__eq__)
       91    0.000    0.000    0.000    0.000 generic.py:564(_get_axis)
       74    0.000    0.000    0.000    0.000 sre_parse.py:296(_class_escape)
       98    0.000    0.000    0.000    0.000 inspect.py:1233(formatannotation)
        1    0.000    0.000    0.002    0.002 distributed_c10d.py:1(<module>)
      317    0.000    0.000    0.000    0.000 overrides.py:105(array_function_dispatch)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._dist_autograd_init}
       10    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.generic' objects}
       30    0.000    0.000    0.000    0.000 _inspect.py:140(formatargspec)
      207    0.000    0.000    0.002    0.000 terminal256.py:205(_color_index)
       77    0.000    0.000    0.000    0.000 _docscrape.py:182(_strip)
        3    0.000    0.000    0.000    0.000 contextlib.py:489(__exit__)
        1    0.000    0.000    0.001    0.001 config_init.py:1(<module>)
      326    0.000    0.000    0.000    0.000 construction.py:733(_maybe_repeat)
      158    0.000    0.000    0.000    0.000 terminal256.py:87(reset_string)
      176    0.000    0.000    0.008    0.000 linecache.py:26(getline)
       88    0.000    0.000    0.000    0.000 dataclasses.py:924(<listcomp>)
        5    0.000    0.000    0.002    0.000 indexing.py:2081(_setitem_with_indexer_missing)
      101    0.000    0.000    0.000    0.000 managers.py:2069(internal_values)
        5    0.000    0.000    0.063    0.013 ultratb.py:773(format_record)
      224    0.000    0.000    0.000    0.000 copy.py:200(_deepcopy_list)
      389    0.000    0.000    0.000    0.000 inspect.py:2275(<lambda>)
      664    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        5    0.000    0.000    0.000    0.000 std.py:837(__init__)
        1    0.000    0.000    0.001    0.001 _numdiff.py:1(<module>)
        1    0.000    0.000    0.018    0.018 multiarray.py:1(<module>)
      212    0.000    0.000    0.000    0.000 managers.py:2433(_using_copy_on_write)
      219    0.000    0.000    0.000    0.000 base.py:839(is_)
       19    0.000    0.000    0.000    0.000 __init__.py:349(deco)
        1    0.000    0.000    0.004    0.004 numerictypes.py:1(<module>)
        1    0.000    0.000    0.014    0.014 quantization_mappings.py:1(<module>)
        6    0.000    0.000    0.030    0.005 rnn.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:802(__init__)
      350    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:186(__init__)
       88    0.000    0.000    0.033    0.000 dataclasses.py:1012(wrap)
      102    0.000    0.000    0.000    0.000 mark_tokens.py:248(handle_tuple_nonempty)
      177    0.000    0.000    0.000    0.000 typing.py:848(__subclasscheck__)
        1    0.000    0.000    0.002    0.002 kl.py:1(<module>)
        1    0.000    0.000    0.004    0.004 readers.py:1(<module>)
       70    0.000    0.000    0.000    0.000 inspect.py:2582(__str__)
      825    0.000    0.000    0.000    0.000 inspect.py:2556(annotation)
      358    0.000    0.000    0.000    0.000 sre_parse.py:82(groups)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:123(sliding_window_view)
       39    0.000    0.000    0.001    0.000 typing.py:894(__getitem_inner__)
       86    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
       25    0.000    0.000    0.002    0.000 typing.py:1846(_make_nmtuple)
        1    0.000    0.000    0.000    0.000 _datasource.py:196(DataSource)
       48    0.000    0.000    0.000    0.000 base.py:494(find)
      113    0.000    0.000    0.000    0.000 _dill.py:475(_create_typemap)
        1    0.000    0.000    0.005    0.005 util.py:447(spawnv_passfds)
       19    0.000    0.000    0.006    0.000 _distn_infrastructure.py:3245(_construct_docstrings)
       79    0.000    0.000    0.000    0.000 sre_parse.py:928(fix_flags)
       10    0.000    0.000    0.000    0.000 managers.py:1721(as_array)
      146    0.000    0.000    0.000    0.000 config.py:611(_get_deprecated_option)
      166    0.000    0.000    0.000    0.000 doc.py:11(create_section_header)
       10    0.000    0.000    0.024    0.002 blocks.py:861(take_nd)
       49    0.000    0.000    0.000    0.000 base.py:54(shape)
        3    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
        1    0.000    0.000    0.012    0.012 _discrete_distns.py:5(<module>)
       71    0.000    0.000    0.000    0.000 enum.py:571(_get_mixins_)
      121    0.000    0.000    0.000    0.000 _collections_abc.py:760(get)
       61    0.000    0.000    0.000    0.000 blocks.py:2091(maybe_coerce_values)
      558    0.000    0.000    0.000    0.000 _docscrape.py:153(__getitem__)
      411    0.000    0.000    0.000    0.000 deprecation.py:7(_deprecated)
        5    0.000    0.000    0.000    0.000 concat.py:176(concatenate_managers)
      382    0.000    0.000    0.000    0.000 util.py:134(is_module)
        1    0.000    0.000    0.000    0.000 __init__.py:26(Quantize)
      324    0.000    0.000    0.000    0.000 _internal.py:883(<genexpr>)
        7    0.000    0.000    0.610    0.087 executing.py:289(executing)
        1    0.000    0.000    0.000    0.000 storage.py:308(TypedStorage)
        8    0.000    0.000    0.052    0.006 linear.py:1(<module>)
        2    0.000    0.000    0.001    0.001 pytables.py:1(<module>)
       12    0.000    0.000    0.000    0.000 executing.py:702(<genexpr>)
        1    0.000    0.000    4.508    4.508 py3compat.py:51(execfile)
        1    0.000    0.000    0.000    0.000 parameter.py:72(UninitializedTensorMixin)
      176    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
        2    0.000    0.000    0.015    0.007 interval.py:1(<module>)
        6    0.000    0.000    0.000    0.000 numeric.py:2507(extend_all)
        1    0.000    0.000    0.000    0.000 numpy_.py:29(PandasArray)
       15    0.000    0.000    0.004    0.000 indexing.py:806(__setitem__)
       10    0.000    0.000    0.025    0.002 managers.py:689(reindex_indexer)
       37    0.000    0.000    0.001    0.000 _typing.py:346(__new__)
        4    0.000    0.000    0.000    0.000 contextlib.py:402(_create_cb_wrapper)
       32    0.000    0.000    0.000    0.000 arraypad.py:458(_as_pairs)
        1    0.000    0.000    0.001    0.001 _monitor.py:30(__init__)
       58    0.000    0.000    0.001    0.000 wrappers.py:319(elementwise_unary_scalar_wrapper)
       43    0.000    0.000    0.000    0.000 inspect.py:172(_has_code_flag)
        1    0.000    0.000    0.000    0.000 tags.py:43(Tag)
      237    0.000    0.000    0.000    0.000 typing.py:920(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:429(<dictcomp>)
        1    0.000    0.000    0.001    0.001 groupby.py:851(GroupBy)
        9    0.000    0.000    0.000    0.000 _docscrape.py:276(_parse_see_also)
      388    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
       54    0.000    0.000    0.000    0.000 constructor.py:67(construct_object)
      101    0.000    0.000    0.000    0.000 generic.py:5888(__getattr__)
       58    0.000    0.000    0.000    0.000 common.py:585(is_dtype_equal)
        3    0.000    0.000    0.017    0.006 overrides.py:1(<module>)
        4    0.000    0.000    0.008    0.002 conv.py:2(<module>)
        6    0.000    0.000    0.000    0.000 _ops.py:485(__init__)
       10    0.000    0.000    0.001    0.000 indexing.py:2036(_setitem_single_block)
      214    0.000    0.000    0.000    0.000 error.py:6(__init__)
        1    0.000    0.000    0.000    0.000 linalg.py:492(inv)
       14    0.000    0.000    0.000    0.000 executing.py:830(<genexpr>)
      161    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       10    0.000    0.000    0.001    0.000 edfreader.py:132(getHeader)
        1    0.000    0.000    0.000    0.000 observer.py:154(UniformQuantizationObserverBase)
       20    0.000    0.000    0.000    0.000 nanops.py:261(_get_values)
        1    0.000    0.000    0.000    0.000 binary.py:174(<dictcomp>)
        5    0.000    0.000    0.000    0.000 function_base.py:5172(delete)
        2    0.000    0.000    0.003    0.002 _add_newdocs.py:1(<module>)
        1    0.000    0.000    0.002    0.002 fromnumeric.py:1(<module>)
       21    0.000    0.000    0.000    0.000 missing.py:564(_array_equivalent_object)
        1    0.000    0.000    0.000    0.000 pytables.py:101(BinOp)
        1    0.000    0.000    0.001    0.001 torch_version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _collections._count_elements}
        5    0.000    0.000    0.000    0.000 utils.py:243(maybe_convert_indices)
       32    0.000    0.000    0.000    0.000 arraypad.py:33(_slice_at_axis)
        2    0.000    0.000    0.007    0.003 datetimelike.py:1(<module>)
       10    0.000    0.000    0.001    0.000 generic.py:11108(_logical_func)
        1    0.000    0.000    0.000    0.000 terminal256.py:152(_build_color_table)
       45    0.000    0.000    0.005    0.000 __init__.py:401(_make_elementwise_unary_prim)
       11    0.000    0.000    0.000    0.000 __init__.py:12(NewCls)
        1    0.000    0.000    0.000    0.000 __init__.py:141(__init__)
       56    0.000    0.000    0.000    0.000 sre_compile.py:516(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 dtype.py:42(SparseDtype)
        1    0.000    0.000    0.000    0.000 symbolic_opset10.py:1(<module>)
        1    0.000    0.000    0.069    0.069 frame.py:1(<module>)
        1    0.000    0.000    0.001    0.001 operator_schemas.py:1(<module>)
      539    0.000    0.000    0.000    0.000 registration.py:81(in_base)
       16    0.000    0.000    0.008    0.000 _docscrape.py:140(__init__)
      343    0.000    0.000    0.000    0.000 {pandas._libs.lib.item_from_zerodim}
        7    0.000    0.000    0.001    0.000 _nonlin.py:1516(_nonlin_wrapper)
       88    0.000    0.000    0.000    0.000 dataclasses.py:940(<listcomp>)
        3    0.000    0.000    0.000    0.000 contextlib.py:408(__init__)
      335    0.000    0.000    0.000    0.000 common.py:1420(is_1d_only_ea_dtype)
        5    0.000    0.000    0.000    0.000 base.py:6087(_raise_if_missing)
       87    0.000    0.000    0.000    0.000 kl.py:822(<lambda>)
        1    0.000    0.000    0.001    0.001 polynomial.py:453(polyfit)
        1    0.000    0.000    0.000    0.000 pickletools.py:2224(assure_pickle_consistency)
       15    0.000    0.000    0.001    0.000 indexing.py:1333(_convert_to_indexer)
       84    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
       16    0.000    0.000    0.000    0.000 arraypad.py:86(_pad_simple)
        3    0.000    0.000    0.012    0.004 categorical.py:1(<module>)
        1    0.000    0.000    0.000    0.000 continuous_bernoulli.py:12(ContinuousBernoulli)
        1    0.000    0.000    0.000    0.000 _qmc.py:1301(Sobol)
       51    0.000    0.000    0.001    0.000 nvfuser_prims.py:139(_assert_nvfuser_op_exists)
       45    0.000    0.000    0.000    0.000 base.py:5116(_get_engine_target)
        9    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
       11    0.000    0.000    0.001    0.000 indexing.py:1276(_getitem_axis)
      141    0.000    0.000    0.000    0.000 _util.py:176(check_random_state)
        3    0.000    0.000    0.002    0.001 ops.py:1(<module>)
        5    0.000    0.000    0.000    0.000 inference.py:394(is_dataclass)
        1    0.000    0.000    0.007    0.007 _morestats.py:1(<module>)
        1    0.000    0.000    0.875    0.875 interactiveshell.py:2062(showtraceback)
        1    0.000    0.000    0.000    0.000 datetimelike.py:375(DatetimeTimedeltaMixin)
        1    0.000    0.000    0.000    0.000 period.py:79(PeriodIndex)
       16    0.000    0.000    0.001    0.000 _docscrape.py:581(__str__)
       90    0.000    0.000    0.000    0.000 common.py:1433(is_extension_array_dtype)
       15    0.000    0.000    0.000    0.000 _bunch.py:6(_validate_names)
        5    0.000    0.000    0.000    0.000 __init__.py:517(cast)
        6    0.000    0.000    0.000    0.000 executing.py:693(<listcomp>)
        1    0.000    0.000    0.003    0.003 _typing.py:1(<module>)
      221    0.000    0.000    0.000    0.000 common.py:1556(get_dtype)
        2    0.000    0.000    0.002    0.001 blas.py:1(<module>)
        3    0.000    0.000    0.001    0.000 core.py:103(<listcomp>)
      220    0.000    0.000    0.000    0.000 sre_parse.py:169(__setitem__)
        5    0.000    0.000    0.269    0.054 mark_tokens.py:47(visit_tree)
       79    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      156    0.000    0.000    0.000    0.000 range.py:946(__len__)
       34    0.000    0.000    0.000    0.000 enum.py:561(_check_for_existing_members)
        1    0.000    0.000    0.099    0.099 distributions.py:8(<module>)
       20    0.000    0.000    0.001    0.000 missing.py:191(_isna)
       88    0.000    0.000    0.028    0.000 dataclasses.py:998(dataclass)
        3    0.000    0.000    0.000    0.000 _constants.py:1(<module>)
       28    0.000    0.000    0.000    0.000 sre_compile.py:435(_mk_bitmap)
      164    0.000    0.000    0.000    0.000 std.py:1157(__iter__)
       40    0.000    0.000    0.000    0.000 series.py:565(_set_axis)
       52    0.000    0.000    0.000    0.000 common.py:39(_unpack_zerodim_and_defer)
       11    0.000    0.000    0.000    0.000 managers.py:1078(fast_xs)
      177    0.000    0.000    0.000    0.000 typing.py:719(__instancecheck__)
       67    0.000    0.000    0.000    0.000 managers.py:1846(is_consolidated)
       19    0.000    0.000    0.000    0.000 datetimes.py:113(_field_accessor)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
      116    0.000    0.000    0.000    0.000 base.py:286(is_dtype)
      159    0.000    0.000    0.000    0.000 fromnumeric.py:1881(nonzero)
      190    0.000    0.000    0.000    0.000 traceback.py:292(walk_stack)
       26    0.000    0.000    0.000    0.000 _jit_internal.py:1105(_qualified_name)
       45    0.000    0.000    0.000    0.000 missing.py:460(array_equivalent)
        5    0.000    0.000    0.000    0.000 decoder.py:343(raw_decode)
        1    0.000    0.000    0.002    0.002 _distn_infrastructure.py:5(<module>)
       90    0.000    0.000    0.000    0.000 common.py:1725(validate_all_hashable)
       31    0.000    0.000    0.000    0.000 generic.py:5959(_protect_consolidate)
       14    0.000    0.000    0.000    0.000 argparse.py:1392(add_argument)
        5    0.000    0.000    0.001    0.000 frame.py:3565(transpose)
        2    0.000    0.000    0.012    0.006 serialization.py:1(<module>)
        6    0.000    0.000    0.000    0.000 symbolic_opset10.py:128(_max_pool)
       81    0.000    0.000    0.000    0.000 symbolic_helper.py:355(decorator)
        2    0.000    0.000    0.081    0.041 generic.py:1(<module>)
        1    0.000    0.000    0.047    0.047 generic.py:2(<module>)
